Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index,Gender,University,Theater,Sports,Birth City,Date of Birth,Citizenship,Number of Children,Career Start,found_match
Ray Winstone,1957-02-19,M,1.78,English people,46.0,6.135583470836147,Male,Did not go,Yes,,Homerton London England,1957-02-19,,3.0,1976.0,False
Morris Chestnut,1969-01-01,M,1.83,African Americans,22.0,6.135415597538576,Male,Did not go,,,Cerritos California US,1969-01-01,,2.0,1990.0,False
Terence Stamp,1938-07-22,M,1.829,English people,46.0,6.132012023784895,Male,Specialised Drama School,,,Stepney London England,1938-07-22,,,1960.0,False
Miranda Otto,1967-12-16,F,1.651,,31.0,6.129022880382212,Male,Specialised Drama School,Yes,,Brisbane Queensland Australia,1967-12-16,,1.0,1986.0,False
Nia Vardalos,1962-09-24,F,1.67,Greek Canadians,39.0,6.128247220575838,Female,sub 1500 school,Yes,Dance,Winnipeg Manitoba Canada,1962-09-24,,1.0,1996.0,False
Heath Ledger,1979-04-04,M,1.85,Irish Australians,19.0,6.127908214402143,Male,Did not go,,,Perth Western Australia Australia,1979-04-04,,1.0,1992.0,False
James Remar,1953-12-31,M,1.79,,26.0,6.124859268597908,Male,Specialised Drama School,Yes,,Boston Massachusetts US,1953-12-31,,2.0,1978.0,False
Penélope Cruz,1974-04-28,F,1.68,Spaniards,25.0,6.11515051892106,Female,Did not go,Yes,Ballet,Alcobendas Spain,1974-04-28,,2.0,1989.0,False
Mark Ferguson,1961-02-28,M,1.91,,40.0,6.092079338760247,Male,Did not go,,,,,,,1981.0,False
Sonny Shroyer,1935-08-28,M,1.89,,58.0,6.088932627881566,Male,The University of Alabama,,Football,Valdosta Georgia US,1935-08-28,,,1972.0,True
Jeremy Irvine,1990,M,1.85,,21.0,6.085002552991146,Male,Specialised Drama School,Yes,,Gamlingay Cambridgeshire England,1990-06-18,,,2009.0,False
Sean Frye,1966-09-16,M,1.87,,15.0,6.076650455475384,Male,Did not go,,,Hollywood California US,1966-09-16,,,1974.0,False
Marcia Gay Harden,1959-08-14,F,1.638,,36.0,6.06863021332208,Female,York University,Yes,,San Diego California US,1959-08-14,,3.0,1979.0,True
Liam Neeson,1952-06-07,M,1.93,Irish people,28.0,6.065778834015692,Male,Did not go,,Football,Ballymena Northern Ireland,1952-06-07,,2.0,1976.0,False
Elisabeth Shue,1963-10-06,F,1.57,,20.0,6.064698979905614,Female,Did not go,,,Wilmington Delaware US,1963-10-06,,3.0,1982.0,False
Cheech Marin,1946-07-13,M,1.68,Hispanic and Latino Americans,36.0,6.06374370893615,Male,sub 1500 school,,,Los Angeles,1946-07-13,,3.0,1971.0,False
Ted Raimi,1965-12-14,M,1.87,,15.0,6.062269676893472,Male,Michigan State University,,,Detroit Michigan US,1965-12-14,,,1977.0,True
John Mahoney,1940-06-20,M,1.73,English Americans,46.0,6.059409015183102,Male,Did not go,Yes,,Blackpool Lancashire England,1940-06-20,,,1977.0,False
Shia Labeouf,1986-06-11,M,1.759,Jewish people,16.0,6.047960362359485,Male,Did not go,,Dance,Los Angeles California US,1986-06-11,,1.0,1996.0,False
R. Lee Ermey,1944-03-24,M,1.82,,43.0,6.0425309520864445,Male,Did not go,,,Emporia Kansas US,1944-03-24,,6.0,1978.0,False
Winona Ryder,1971-10-29,F,1.61,Jewish people,14.0,6.035618492171684,Female,Specialised Drama School,Yes,,Winona County Minnesota US,1971-10-29,,,1986.0,False
Bryce Dallas Howard,1981-03-02,F,1.73,,8.0,6.028194834064425,Female,York University,Yes,,Los Angeles California US,1981-03-02,,2.0,2003.0,True
Dominic Monaghan,1976-12-08,M,1.7,,25.0,6.019399490976195,Male,Did not go,Yes,Football,West Berlin West Germany,1976-12-08,,,1994.0,False
Vincent Cassel,1966-11-23,M,1.861,French,31.0,6.003348458642667,Male,Did not go,,,Paris France,1966-11-23,FranceBrazil until 20181,3.0,1987.0,False
Angela Bassett,1958-08-16,F,1.63,African Americans,27.0,6.001966909381936,Female,Yale University,Yes,,New York City US,1958-08-16,,2.0,1977.0,True
Katherine Heigl,1978-11-24,F,1.75,Germans,14.0,5.999085648377449,Female,Did not go,,,Washington DC US,1978-11-24,,3.0,1992.0,False
Kevin McNally,1956-04-27,M,1.78,English people,31.0,5.995685269945474,Male,Specialised Drama School,Yes,,Bristol England,,,3.0,1976.0,False
Thomas McCarthy,1966-01-30,M,1.8,White Americans,34.0,5.993020719961174,,Did not go,,,,,,,,False
Patrick Dempsey,1966-01-13,M,1.79,Irish Americans,25.0,5.989510278103663,Male,Did not go,,,Lewiston Maine US,1966-01-13,,3.0,1985.0,False
Jared Leto,1971-12-26,M,1.75,,23.0,5.984785051920611,Male,Specialised Arts School,Yes,,Bossier City Louisiana US,1971-12-26,,,1992.0,False
Billy Boyd,1968-08-28,M,1.69,,20.0,5.984052840280322,,Specialised Music School,Yes,,Glasgow Scotland,1968-08-28,,1.0,1996.0,False
Seann William Scott,1976-10-03,M,1.8,,22.0,5.978616997356717,Male,Did not go,,Football,Cottage Grove Minnesota US1,1976-10-03,,1.0,1996.0,False
Alanna Ubach,1975-10-03,F,1.57,Mexican Americans,17.0,5.974579111961954,Female,Did not go,Yes,,Downey California US,1975-10-03,,1.0,1990.0,False
Judge Reinhold,1957-05-21,M,1.88,,24.0,5.972743793777891,Male,University of North Carolina at Charlotte,,,Wilmington Delaware US,1957-05-21,,1.0,1979.0,True
Eddie Izzard,1962-02-07,M,1.702,British,36.0,5.972122633445934,Male,Did not go,,,Aden Aden Colony now Yemen,1962-02-07,,,1982.0,False
William Hurt,1950-03-20,M,1.88,White people,33.0,5.971218400702294,Male,Tufts University,Yes,,Washington DC US,1950-03-20,,4.0,1975.0,True
Russell Crowe,1964-04-07,M,1.8,Māori,30.0,5.9702524686943725,Male,Did not go,,,Wellington New Zealand,1964-04-07,,2.0,1972.0,False
David Krumholtz,1978-05-15,M,1.68,Jewish people,15.0,5.961409526545035,Male,Did not go,,,New York City US,1978-05-15,,2.0,1992.0,False
Delroy Lindo,1952-11-18,M,1.93,,38.0,5.959118155196872,Male,York University,Yes,Baseball,Lewisham London England,1952-11-18,,1.0,1975.0,True
Sean Penn,1960-08-17,M,1.77,Jewish people,20.0,5.958792096200113,Male,Did not go,,,Santa Monica California US,1960-08-17,,,1974.0,False
Denis O%27Hare,1962-01-16,M,1.73,Irish Americans,41.0,5.955190043872072,Male,Northwestern University,Yes,Baseball,Kansas City Missouri US,1962-01-17,,1.0,1982.0,True
Toby Jones,1966-09-07,M,1.65,British,36.0,5.954938121051066,Male,sub 1500 school,,,Hammersmith London England,1966-09-07,,2.0,1992.0,False
Bob Balaban,1945-08-16,M,1.65,Jewish people,35.0,5.948984657746082,Male,York University,Yes,,Chicago Illinois US,1945-08-16,,2.0,1965.0,True
Zoe Saldana,1978-06-19,F,1.7,Dominican Americans,21.0,5.94094548526078,Female,Did not go,Yes,Ballet,Passaic New Jersey US,1978-06-19,,3.0,1999.0,False
Josh Hutcherson,1992-10-12,M,1.7,,12.0,5.9281465191651925,Male,Did not go,,Soccer,Union Kentucky US,1992-10-12,,,2002.0,False
Jodie Foster,1962-11-19,F,1.6,English Americans,21.0,5.920157345827908,Female,Yale University,,Dance,Los Angeles California US,1962-11-19,,2.0,1965.0,True
Paul Sorvino,1939-04-13,M,1.905,Italian Americans,41.0,5.913027066954288,Male,Did not go,Yes,,New York City US,1939-04-13,,3.0,1956.0,False
Andy Serkis,1964-04-20,M,1.73,,37.0,5.912763106410955,Male,Lancaster University,Yes,,Ruislip Manor Middlesex England,1964-04-20,,3.0,1985.0,True
Kris Kristofferson,1936-06-22,M,1.79,Swedish Americans,44.0,5.9097668401399845,Male,University of Oxford,,,Brownsville Texas US,1936-06-22,,8.0,1959.0,True
Shruti Seth,1977-12-18,F,1.64,Indians,30.0,5.906506376809341,Female,sub 1500 school,,,Mumbai Maharashtra India,,,1.0,2001.0,False
Mahesh Manjrekar,1958-08-16,M,1.78,,50.0,5.906506376809341,Male,Did not go,,,Bombay Bombay State India,1958-08-16,,3.0,1975.0,False
Anil Kapoor,1959-12-24,M,1.8,,48.0,5.906506376809341,Male,sub 1500 school,,,Bombay Bombay State Indiapresentday Mumbai Maharashtra,1956-12-24,,,1977.0,False
Rolf Saxon,1955,M,1.85,,43.0,5.901453872077345,Male,Did not go,Yes,,Alexandria Virginia US,,,,1980.0,False
Fred Willard,1939-09-18,M,1.867,,44.0,5.900669298997048,Male,sub 1500 school,,,Cleveland Ohio US,1933-09-18,,1.0,1957.0,False
Jennifer Tilly,1958-09-16,F,1.69,multiracial Americans,29.0,5.898601865511669,Female,sub 1500 school,Yes,,Los Angeles California US,1958-09-16,,,1983.0,False
Jack Black,1969-08-28,M,1.68,Scottish Americans,24.0,5.898162820330067,Male,Did not go,,Dance,Santa Monica California US,1969-08-28,,2.0,2018.0,False
Brian Dennehy,1938-07-09,M,1.905,Irish Americans,44.0,5.892538303670533,Male,Columbia University,Yes,Football,Bridgeport Connecticut US,1938-07-09,,5.0,1965.0,True
Nia Long,1970-10-30,F,1.57,Afro Trinidadians and Tobagonians,20.0,5.890100613386793,Female,Did not go,,Ballet,New York City New York US,1970-10-30,,2.0,1986.0,False
Yuji Okumoto,1959-04-20,M,1.85,Japanese Americans,51.0,5.8891770813562205,Male,sub 1500 school,,Martial arts,Los Angeles California US,1959-04-20,,3.0,1985.0,False
James Gandolfini,1961-09-18,M,1.848,Italian Americans,30.0,5.887872045321466,Male,Rutgers University–New Brunswick,,Basketball,Westwood New Jersey US,1961-09-18,,2.0,1979.0,True
Peter Cullen,1941-07-28,M,1.73,Canadian Americans,42.0,5.877516027139709,Male,Specialised Drama School,Yes,,Montreal Quebec Canada,1941-07-28,,4.0,1962.0,False
Nick Swardson,1976-10-09,M,1.75,Americans,23.0,5.874967532533853,Male,Did not go,,,Minneapolis Minnesota US,1976-10-09,,,1995.0,False
Joan Allen,1956-08-20,F,1.778,,29.0,5.873117585755821,Female,sub 1500 school,Yes,,Rochelle Illinois US,,,1.0,1977.0,False
Michael Gilden,1962-09-22,M,1.37,,,5.8729528266754665,Male,Did not go,,,Los Angeles CaliforniaUnited States,1962-09-22,,,,False
Idris Elba,1972-09-06,M,1.898,,28.0,5.870929327668909,Male,Specialised Acting School,Yes,,Hackney London England,1972-09-06,"United Kingdom, Sierra Leone2",2.0,1994.0,False
Michael Rooker,1955-04-06,M,1.78,,31.0,5.864270172024161,Male,sub 1500 school,,,Jasper Alabama US,1955-04-06,,2.0,1986.0,False
Anthony Michael Hall,1968-04-14,M,1.88,Irish Americans,16.0,5.863158058501214,Male,Did not go,,,Boston Massachusetts US,1968-04-14,,1.0,1977.0,False
Tom Felton,1987-09-22,M,1.753,,10.0,5.862545553626823,Male,sub 1500 school,,,Epsom Surrey England,1987-09-22,,,1997.0,False
Charles S. Dutton,1951-01-30,M,1.79,African Americans,34.0,5.849157813901202,Male,Yale University,Yes,,Baltimore Maryland US,1951-01-30,,,1984.0,True
Rutger Hauer,1944-01-23,M,1.85,Dutch,38.0,5.84837768864445,Male,Did not go,Yes,Dance,Breukelen Utrecht Netherlands,1944-01-23,,,1969.0,False
MacAulay Culkin,1980-08-26,M,1.7,Irish Americans,8.0,5.847734003041561,,Did not go,,,,,,,,False
Maggie Gyllenhaal,1977-11-16,F,1.75,Swedish Americans,14.0,5.846502091373875,Male,Columbia University,,,New York City US,1977-11-16,,2.0,1992.0,True
Mark Ruffalo,1967-11-22,M,1.73,Italian Americans,30.0,5.846070006644204,Male,Did not go,Yes,,Kenosha Wisconsin US,1967-11-22,,3.0,1989.0,False
Christina Ricci,1980-02-12,F,1.55,Scotch-Irish Americans,10.0,5.845174264537496,Male,sub 1500 school,,,Santa Monica California US,1980-02-12,,2.0,1990.0,False
Meryl Streep,1949-06-22,F,1.68,,33.0,5.844918000167891,Female,Yale University,Yes,,Summit New Jersey US,1949-06-22,,,1975.0,True
Tony Todd,1954-12-04,M,1.96,African Americans,32.0,5.843577998815486,Male,sub 1500 school,Yes,,Washington DC US,1954-12-04,,2.0,1986.0,False
Pete Postlethwaite,1946-02-07,M,1.75,English people,46.0,5.842722581180129,Male,Specialised Drama School,Yes,,Warrington Lancashire England,1946-02-07,,2.0,1975.0,False
Bonnie Wright,1991-02-17,F,1.68,English people,11.0,5.842015663082775,Female,sub 1500 school,,,London England,1991-02-17,,1.0,2001.0,False
James Phelps,1986-02-25,M,1.91,,16.0,5.842015663082775,,Did not go,,,,,,,,False
Joshua Herdman,1987-09-09,M,1.93,,15.0,5.842015663082775,Male,Did not go,,,Hampton London England,1987-09-09,,2.0,2001.0,False
Oliver Phelps,1986-02-25,M,1.91,,16.0,5.842015663082775,,Did not go,,,,,,,,False
Matthew David Lewis,1989-06-27,M,1.83,,13.0,5.842015663082775,Male,Did not go,Yes,,Leeds West Yorkshire England,1989-06-27,,,1995.0,False
Jamie Waylett,1989-07-21,M,1.892,English people,13.0,5.842015663082775,Male,Did not go,,,Kilburn London England,1989-07-21,,,2001.0,False
Alfred Enoch,1988-12-02,M,1.84,,13.0,5.842015663082775,Male,University of Oxford,Yes,,London England,1988-12-02,United KingdomBrazil,,1999.0,True
Rupert Grint,1988-08-24,M,1.73,,14.0,5.842015663082775,,sub 1500 school,Yes,,Harlow Essex England1,1988-08-24,,1.0,1999.0,False
Mike Epps,1970-11-18,M,1.87,African Americans,29.0,5.835409732422844,Male,Did not go,,,Indianapolis,1970-11-18,,7.0,1994.0,False
Chris Evans,1981-06-13,M,1.84,Irish Americans,20.0,5.833017424970877,,Did not go,,,,,,,,False
Jennifer Lopez,1969-07-24,F,1.7,Stateside Puerto Ricans,26.0,5.831070425823828,Female,Did not go,,Track,New York City US,1969-07-24,,2.0,1989.0,False
Sally Field,1946-11-06,F,1.59,,35.0,5.828265455939701,Male,Did not go,Yes,,Pasadena California US,1946-11-06,,3.0,1962.0,False
Emma Watson,1990-04-15,F,1.68,British,12.0,5.827874542621687,Female,University of Oxford,Yes,,Paris France,1990-04-15,,,1999.0,True
Peter Jackson,1961-10-31,M,1.69,Kiwi,34.0,5.827318730934062,Male,Did not go,,,Pukerua Bay New Zealand,1961-10-31,,2.0,1976.0,False
Jason Segel,1980-01-18,M,1.93,Jewish people,18.0,5.821792515714183,Male,Did not go,Yes,Basketball,Santa Monica California US,1980-01-18,,,1998.0,False
Sydney Pollack,1934-07-01,M,1.82,Jewish people,48.0,5.820447718008481,Male,Did not go,Yes,,Lafayette Indiana US,1934-07-01,,3.0,1955.0,False
John Candy,1950-10-31,M,1.88,,29.0,5.820198123625735,Male,McMaster University,,Football,Toronto Ontario Canada,1950-10-31,,2.0,1971.0,True
Robby Benson,1956-01-21,M,1.78,Jewish people,35.0,5.818731464441733,Male,Did not go,,Basketball,Dallas Texas US,1956-01-21,,2.0,1965.0,False
Frances McDormand,1957-06-23,F,1.65,,27.0,5.81764958208456,Female,Yale University,Yes,,Gibson City Illinois US,1957-06-23,,1.0,1982.0,True
Gary Busey,1944-06-29,M,1.82,White people,40.0,5.813655863290951,Male,Did not go,Yes,Football,Goose Creek Texas US,1944-06-29,,3.0,1967.0,False
Marlon Wayans,1972-07-23,M,1.842,African Americans,15.0,5.808275623834419,Male,Did not go,,Dance,New York City US,1972-07-23,,3.0,1988.0,False
Kristen Stewart,1990-04-09,F,1.68,English Australians,10.0,5.808222189655071,Female,Did not go,,,Los Angeles California US,1990-04-09,,,1999.0,False
Heather Graham,1970-01-29,F,1.73,White Americans,17.0,5.807916791862241,Male,Did not go,,,Milwaukee Wisconsin US,1970-01-29,,,1984.0,False
Devon Murray,1988-10-28,M,1.6,,11.0,5.807399827269754,Male,Did not go,,,Celbridge County Kildare Ireland,1988-10-28,,1.0,1997.0,False
Robert Pattinson,1986-05-13,M,1.85,White people,18.0,5.806912223489099,Male,Did not go,,,Barnes London England,1986-05-13,,1.0,2004.0,False
Kerry Washington,1977-01-31,F,1.626,African Americans,23.0,5.804482797358095,Female,George Washington University,Yes,Dance,New York City US,1977-01-31,,2.0,1994.0,True
Derek Jacobi,1938-10-22,M,1.778,English people,43.0,5.803307406134837,Male,University of Cambridge,Yes,,Leytonstone Essex England,1938-10-22,,,1959.0,True
Leslie Nielsen,1926-02-11,M,1.854,Scandinavian Americans,54.0,5.799212070363803,Male,Specialised Drama School,Yes,,Regina Saskatchewan Canada,1926-02-11,,2.0,1950.0,False
Jess Harnell,1963-12-23,M,1.77,,40.0,5.795301425356029,Male,Did not go,Yes,,Englewood New Jersey US,1963-12-23,,,1987.0,False
Geoffrey Lewis,1935-07-31,M,1.765,,45.0,5.795024291485081,,Did not go,,,,,,,,False
Kieran Culkin,1982-09-30,M,1.676,Irish Americans,8.0,5.79242796793991,Male,Did not go,,Dance,New York City US,1982-09-30,,2.0,1990.0,False
Donal Logue,1966-02-27,M,1.784,Irish Canadians,26.0,5.790111423323697,Male,Harvard University,Yes,Dance,Ottawa Ontario Canada,1966-02-27,CanadaUnited StatesIreland,2.0,1991.0,True
Vin Diesel,1967-07-18,M,1.83,multiracial Americans,23.0,5.789964099382134,Male,sub 1500 school,Yes,Dance,Alameda County California US,1967-07-18,,3.0,1990.0,False
David Koechner,1962-08-24,M,1.88,,36.0,5.788049499296146,Male,Did not go,,,Tipton Missouri US,1962-08-24,,5.0,1986.0,False
Peter Sallis,1921-02-01,M,1.651,,84.0,5.787932424049938,Male,Did not go,,,Twickenham London England,1921-02-01,,,1943.0,False
Donnie Wahlberg,1969-08-17,M,1.78,Swedish Americans,27.0,5.786865057328877,Male,Did not go,,,Boston Massachusetts US,1969-08-17,,2.0,1984.0,False
Bette Midler,1945-12-01,F,1.55,American Jews,36.0,5.78627524346123,Female,Did not go,Yes,Dance,Honolulu Territory of Hawaii,1945-12-01,,,1965.0,False
Eddie Marsan,1968-06-23,M,1.74,English people,34.0,5.783481068432991,Male,Specialised Drama School,Yes,,Stepney London England,1968-06-09,,4.0,1990.0,False
Robert Englund,1947-06-06,M,1.75,Swedish Americans,37.0,5.782516627949803,Male,Specialised Drama School,Yes,,Glendale California US,1947-06-06,,,1973.0,False
Chloë Moretz,1997-02-10,F,1.65,,8.0,5.778579707268324,Female,Did not go,,,Atlanta Georgia US,1997-02-10,,,2004.0,False
Adam Baldwin,1962-02-27,M,1.93,Irish Americans,18.0,5.7734483550937945,Male,Did not go,,,Winnetka Illinois US,1962-02-27,,3.0,1980.0,False
Bonnie Hunt,1961-09-22,F,1.73,,27.0,5.772418144865653,Female,Did not go,,,Chicago Illinois US,1961-09-22,,,1984.0,False
Bob Peterson,1961-01-18,M,1.88,White Americans,40.0,5.769714864570726,,Did not go,,,,,,,,False
Alan Ruck,1956-07-01,M,1.83,,29.0,5.763350638364618,Male,University of Illinois at Urbana-Champaign,Yes,,Cleveland Ohio US,1956-07-01,,4.0,1983.0,True
Wendy Crewson,1956-05-09,F,1.75,,35.0,5.761534013562604,Female,Did not go,Yes,Track,Hamilton Ontario Canada,1956-05-09,,2.0,1980.0,False
Jim Varney,1949-06-15,M,1.85,,37.0,5.759190467919403,Male,Did not go,Yes,,Lexington Kentucky US,1949-06-15,,,1959.0,False
Talulah Riley,1985-09-26,F,1.75,,19.0,5.758814055820108,Female,sub 1500 school,,,Hemel Hempstead Hertfordshire England,1985-09-26,,,2003.0,False
Mike Judge,1962-10-17,M,1.82,,34.0,5.752098499690692,Male,"University of California, San Diego (UCSD)",,Baseball,Guayaquil Ecuador,1962-10-17,,3.0,1985.0,True
Radha Mitchell,1973-11-12,F,1.676,,26.0,5.751742161677685,Male,Swinburne University of Technology,,,Melbourne Victoria Australia,1973-11-12,,,1988.0,True
Timothy Hutton,1960-08-16,M,1.829,,20.0,5.750246948668278,Male,Did not go,,,Malibu California US,1960-08-16,,2.0,1965.0,False
Billy Bob Thornton,1955-08-04,M,1.83,,37.0,5.749889879316441,Male,Did not go,,Basketball,Hot Springs Arkansas US,1955-08-04,,4.0,1974.0,False
Ricardo Darín,1957-01-16,M,1.72,,43.0,5.749515147476939,Male,Did not go,,,Buenos Aires Argentina,1957-01-16,,2.0,1967.0,False
Brent Spiner,1949-02-02,M,1.8,,40.0,5.746714823996831,Male,University of Houston,Yes,,Houston Texas US,1949-02-02,,1.0,1968.0,True
Holly Hunter,1958-03-20,F,1.57,,26.0,5.742377784143165,Female,Carnegie Mellon University,Yes,Tennis,Conyers Georgia US,1958-03-20,,2.0,1981.0,True
Noah Taylor,1969-09-04,M,1.73,,26.0,5.741783261827507,Male,Did not go,,,London England,1969-09-04,,,1987.0,False
Ellen Foley,1951-06-05,F,1.72,,31.0,5.741525301099741,Female,Did not go,,,,,,,,False
Ken Leung,1970-01-21,M,1.7,,25.0,5.739440062682616,Male,New York University (NYU),Yes,,New York City US,1970-01-21,,1.0,1995.0,True
Bill Murray,1950-09-21,M,1.88,Irish Americans,29.0,5.738289779099167,,sub 1500 school,Yes,,Evanston Illinois US1,1950-09-21,,6.0,1973.0,False
Albert Brooks,1947-07-22,M,1.78,Jewish people,33.0,5.737764312625242,Male,Carnegie Mellon University,,,Beverly Hills California US,1947-07-22,,2.0,1969.0,True
Colin McFarlane,1961-09-15,M,1.8,English people,43.0,5.735657718205959,Male,Loughborough University,,,Upper Clapton London England,1961-09-15,,3.0,1984.0,True
David Warner,1941-07-29,M,1.87,Jewish people,38.0,5.734293703904515,,Did not go,,,,,,,,False
Rebecca De Mornay,1959-08-29,F,1.664,,23.0,5.732871490249496,Female,Did not go,,,Santa Rosa California US,1959-08-29,,2.0,1975.0,False
Jada Pinkett Smith,1971-09-18,F,1.52,African Americans,21.0,5.729659682486478,Female,Specialised Arts School,,Ballet,Baltimore Maryland US,1971-09-18,,,1990.0,False
Alec Baldwin,1958-04-03,M,1.8,English Americans,29.0,5.729565618588236,Male,George Washington University,Yes,Football,Amityville New York US,1958-04-03,,8.0,1980.0,True
