,Actor name,Gender,Height,Ethnicity,Age at First Release,Success Score,University,Theater,Sports,Birth City,Citizenship,Number of Children,Birth Year,Birth Month,QS University Rank,Ranked Uni,Usable Uni Rank,Specialised Drama School,Specialised Acting School,Specialised Dance School,Specialised Arts School,Birth Region
152,Orlando Bloom,M,1.791,English people,19.0,6.209737871793079,Specialised Drama School,True,No Sports,Canterbury Kent England,,2.0,1977.0,January,Not Ranked,0,3000,1,0,0,0,United Kingdom
153,Asa Butterfield,M,1.47,,14.0,6.196703807440202,Did not go,True,No Sports,London England,,,1997.0,April,Not Ranked,0,3000,0,0,0,0,United Kingdom
154,Tom Sizemore,M,1.8,Welsh people,27.0,6.192256819906345,Temple University,True,Dance,Detroit Michigan US,,2.0,1961.0,November,721,1,721,0,0,0,0,USA
155,Michael Jeter,M,1.63,White Americans,36.0,6.191307656569348,sub 1500 school,True,No Sports,Lawrenceburg Tennessee US,,,1952.0,August,Not Ranked,0,3000,0,0,0,0,USA
156,Sam Rockwell,M,1.75,,21.0,6.1805029481004405,sub 1500 school,False,No Sports,Daly City California US,,,1968.0,November,Not Ranked,0,3000,0,0,0,0,USA
157,Michael Douglas,M,1.78,Scotch-Irish Americans,39.0,6.179237189772403,"University of California, Santa Barbara (UCSB)",True,No Sports,New Brunswick New Jersey US,United StatesUnited Kingdom Bermuda1,3.0,1944.0,September,163,1,163,0,0,0,0,USA
158,Salma Hayek,F,1.57,Mexicans,29.0,6.177357101466134,Universidad Iberoamericana IBERO,False,No Sports,Coatzacoalcos Veracruz Mexico,MexicoUnited StatesFrance,1.0,1966.0,September,691,1,691,0,0,0,0,Rest of World
159,Jeremy Renner,M,1.753,,31.0,6.174791777917124,sub 1500 school,False,No Sports,Modesto California US,,1.0,1971.0,January,Not Ranked,0,3000,0,0,0,0,USA
160,Kristin Scott Thomas,F,1.676,English people,33.0,6.172158271698337,Specialised Drama School,True,No Sports,Redruth Cornwall England,United Kingdom France,3.0,1960.0,May,Not Ranked,0,3000,1,0,0,0,United Kingdom
161,Mark Strong,M,1.88,,42.0,6.1681417100295794,Royal Holloway University of London,True,Football,London England,,2.0,1963.0,August,413,1,413,0,0,0,0,United Kingdom
162,Jeremy Piven,M,1.78,American Jews,20.0,6.167830968189211,Did not go,False,No Sports,New York City US,,,1965.0,July,Not Ranked,0,3000,0,0,0,0,USA
163,Matt Stone,M,1.87,Irish Americans,26.0,6.160856115871019,University of Colorado Boulder,False,No Sports,Houston Texas US,,2.0,1971.0,May,264,1,264,0,0,0,0,USA
164,Chuck Norris,M,1.78,Cherokee,40.0,6.15315995094621,Did not go,False,No Sports,Ryan Oklahoma US,,5.0,1940.0,March,Not Ranked,0,3000,0,0,0,0,USA
165,Viola Davis,F,1.651,African Americans,37.0,6.148830656234565,Specialised Music School,True,No Sports,St Matthews South Carolina US,,1.0,1965.0,August,Not Ranked,0,3000,0,0,0,0,USA
166,Blythe Danner,F,1.7,Dutch Americans,44.0,6.146648552530272,sub 1500 school,True,No Sports,Philadelphia Pennsylvania US,,,1943.0,February,Not Ranked,0,3000,0,0,0,0,USA
167,Michelle Monaghan,F,1.7,,26.0,6.146542393543121,sub 1500 school,False,Dance,Winthrop Iowa US,,2.0,1976.0,March,Not Ranked,0,3000,0,0,0,0,USA
168,Orlando Jones,M,1.8034,African Americans,30.0,6.145538636918369,Did not go,False,Baseball,Mobile Alabama,,1.0,1968.0,April,Not Ranked,0,3000,0,0,0,0,USA
169,Rowan Atkinson,M,1.8,,27.0,6.1448649019949135,Newcastle University,True,No Sports,Consett,,3.0,1955.0,January,110,1,110,0,0,0,0,Rest of World
170,Ric Govea,M,1.72,,22.0,6.138676224940617,Did not go,False,No Sports,,,,1983.0,May,Not Ranked,0,3000,0,0,0,0,
171,Ray Winstone,M,1.78,English people,46.0,6.135583470836147,Did not go,True,No Sports,Homerton London England,,3.0,1957.0,February,Not Ranked,0,3000,0,0,0,0,United Kingdom
172,Morris Chestnut,M,1.83,African Americans,22.0,6.135415597538576,Did not go,False,No Sports,Cerritos California US,,2.0,1969.0,January,Not Ranked,0,3000,0,0,0,0,USA
173,Terence Stamp,M,1.829,English people,46.0,6.132012023784895,Specialised Drama School,False,No Sports,Stepney London England,,,1938.0,July,Not Ranked,0,3000,1,0,0,0,United Kingdom
174,Miranda Otto,F,1.651,,31.0,6.129022880382212,Specialised Drama School,True,No Sports,Brisbane Queensland Australia,,1.0,1967.0,December,Not Ranked,0,3000,1,0,0,0,USA
175,Nia Vardalos,F,1.67,Greek Canadians,39.0,6.128247220575838,sub 1500 school,True,Dance,Winnipeg Manitoba Canada,,1.0,1962.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
176,Heath Ledger,M,1.85,Irish Australians,19.0,6.127908214402143,Did not go,False,No Sports,Perth Western Australia Australia,,1.0,1979.0,April,Not Ranked,0,3000,0,0,0,0,USA
177,James Remar,M,1.79,,26.0,6.124859268597908,Specialised Drama School,True,No Sports,Boston Massachusetts US,,2.0,1953.0,December,Not Ranked,0,3000,1,0,0,0,USA
178,Penélope Cruz,F,1.68,Spaniards,25.0,6.11515051892106,Did not go,True,Ballet,Alcobendas Spain,,2.0,1974.0,April,Not Ranked,0,3000,0,0,0,0,Europe
179,Mark Ferguson,M,1.91,,40.0,6.092079338760247,Did not go,False,No Sports,,,,1961.0,February,Not Ranked,0,3000,0,0,0,0,
180,Sonny Shroyer,M,1.89,,58.0,6.088932627881566,The University of Alabama,False,Football,Valdosta Georgia US,,,1935.0,August,951,1,951,0,0,0,0,USA
181,Jeremy Irvine,M,1.85,,21.0,6.085002552991146,Specialised Drama School,True,No Sports,Gamlingay Cambridgeshire England,,,1990.0,June,Not Ranked,0,3000,1,0,0,0,United Kingdom
182,Sean Frye,M,1.87,,15.0,6.076650455475384,Did not go,False,No Sports,Hollywood California US,,,1966.0,September,Not Ranked,0,3000,0,0,0,0,USA
183,Marcia Gay Harden,F,1.638,,36.0,6.06863021332208,York University,True,No Sports,San Diego California US,,3.0,1959.0,August,353,1,353,0,0,0,0,USA
184,Liam Neeson,M,1.93,Irish people,28.0,6.065778834015692,Did not go,False,Football,Ballymena Northern Ireland,,2.0,1952.0,June,Not Ranked,0,3000,0,0,0,0,United Kingdom
185,Elisabeth Shue,F,1.57,,20.0,6.064698979905614,Did not go,False,No Sports,Wilmington Delaware US,,3.0,1963.0,October,Not Ranked,0,3000,0,0,0,0,USA
186,Cheech Marin,M,1.68,Hispanic and Latino Americans,36.0,6.06374370893615,sub 1500 school,False,No Sports,Los Angeles,,3.0,1946.0,July,Not Ranked,0,3000,0,0,0,0,USA
187,Ted Raimi,M,1.87,,15.0,6.062269676893472,Michigan State University,False,No Sports,Detroit Michigan US,,,1965.0,December,136,1,136,0,0,0,0,USA
188,John Mahoney,M,1.73,English Americans,46.0,6.059409015183102,Did not go,True,No Sports,Blackpool Lancashire England,,,1940.0,June,Not Ranked,0,3000,0,0,0,0,United Kingdom
189,Shia Labeouf,M,1.759,Jewish people,16.0,6.047960362359485,Did not go,False,Dance,Los Angeles California US,,1.0,1986.0,June,Not Ranked,0,3000,0,0,0,0,USA
190,R. Lee Ermey,M,1.82,,43.0,6.0425309520864445,Did not go,False,No Sports,Emporia Kansas US,,6.0,1944.0,March,Not Ranked,0,3000,0,0,0,0,USA
191,Winona Ryder,F,1.61,Jewish people,14.0,6.035618492171684,Specialised Drama School,True,No Sports,Winona County Minnesota US,,,1971.0,October,Not Ranked,0,3000,1,0,0,0,USA
192,Bryce Dallas Howard,F,1.73,,8.0,6.028194834064425,York University,True,No Sports,Los Angeles California US,,2.0,1981.0,March,353,1,353,0,0,0,0,USA
193,Dominic Monaghan,M,1.7,,25.0,6.019399490976195,Did not go,True,Football,West Berlin West Germany,,,1976.0,December,Not Ranked,0,3000,0,0,0,0,Europe
194,Vincent Cassel,M,1.861,French,31.0,6.003348458642667,Did not go,False,No Sports,Paris France,FranceBrazil until 20181,3.0,1966.0,November,Not Ranked,0,3000,0,0,0,0,Europe
195,Angela Bassett,F,1.63,African Americans,27.0,6.001966909381936,Yale University,True,No Sports,New York City US,,2.0,1958.0,August,16,1,16,0,0,0,0,USA
196,Katherine Heigl,F,1.75,Germans,14.0,5.999085648377449,Did not go,False,No Sports,Washington DC US,,3.0,1978.0,November,Not Ranked,0,3000,0,0,0,0,USA
197,Kevin McNally,M,1.78,English people,31.0,5.995685269945474,Specialised Drama School,True,No Sports,Bristol England,,3.0,1956.0,April,Not Ranked,0,3000,1,0,0,0,United Kingdom
198,Thomas McCarthy,M,1.8,White Americans,34.0,5.993020719961174,Did not go,False,No Sports,,,,1966.0,January,Not Ranked,0,3000,0,0,0,0,
199,Patrick Dempsey,M,1.79,Irish Americans,25.0,5.989510278103663,Did not go,False,No Sports,Lewiston Maine US,,3.0,1966.0,January,Not Ranked,0,3000,0,0,0,0,USA
200,Jared Leto,M,1.75,,23.0,5.984785051920611,Specialised Arts School,True,No Sports,Bossier City Louisiana US,,,1971.0,December,Not Ranked,0,3000,0,0,0,1,USA
201,Billy Boyd,M,1.69,,20.0,5.984052840280322,Specialised Music School,True,No Sports,Glasgow Scotland,,1.0,1968.0,August,Not Ranked,0,3000,0,0,0,0,United Kingdom
202,Seann William Scott,M,1.8,,22.0,5.978616997356717,Did not go,False,Football,Cottage Grove Minnesota US1,,1.0,1976.0,October,Not Ranked,0,3000,0,0,0,0,USA
203,Alanna Ubach,F,1.57,Mexican Americans,17.0,5.974579111961954,Did not go,True,No Sports,Downey California US,,1.0,1975.0,October,Not Ranked,0,3000,0,0,0,0,USA
204,Judge Reinhold,M,1.88,,24.0,5.972743793777891,University of North Carolina at Charlotte,False,No Sports,Wilmington Delaware US,,1.0,1957.0,May,1001,1,1001,0,0,0,0,USA
205,Eddie Izzard,M,1.702,British,36.0,5.972122633445934,Did not go,False,No Sports,Aden Aden Colony now Yemen,,,1962.0,February,Not Ranked,0,3000,0,0,0,0,Rest of World
206,William Hurt,M,1.88,White people,33.0,5.971218400702294,Tufts University,True,No Sports,Washington DC US,,4.0,1950.0,March,379,1,379,0,0,0,0,USA
207,Russell Crowe,M,1.8,Māori,30.0,5.9702524686943725,Did not go,False,No Sports,Wellington New Zealand,,2.0,1964.0,April,Not Ranked,0,3000,0,0,0,0,Rest of World
208,David Krumholtz,M,1.68,Jewish people,15.0,5.961409526545035,Did not go,False,No Sports,New York City US,,2.0,1978.0,May,Not Ranked,0,3000,0,0,0,0,USA
209,Delroy Lindo,M,1.93,,38.0,5.959118155196872,York University,True,Baseball,Lewisham London England,,1.0,1952.0,November,353,1,353,0,0,0,0,United Kingdom
210,Sean Penn,M,1.77,Jewish people,20.0,5.958792096200113,Did not go,False,No Sports,Santa Monica California US,,,1960.0,August,Not Ranked,0,3000,0,0,0,0,USA
211,Denis O%27Hare,M,1.73,Irish Americans,41.0,5.955190043872072,Northwestern University,True,Baseball,Kansas City Missouri US,,1.0,1962.0,January,47,1,47,0,0,0,0,USA
212,Toby Jones,M,1.65,British,36.0,5.954938121051066,sub 1500 school,False,No Sports,Hammersmith London England,,2.0,1966.0,September,Not Ranked,0,3000,0,0,0,0,United Kingdom
213,Bob Balaban,M,1.65,Jewish people,35.0,5.948984657746082,York University,True,No Sports,Chicago Illinois US,,2.0,1945.0,August,353,1,353,0,0,0,0,USA
214,Zoe Saldana,F,1.7,Dominican Americans,21.0,5.94094548526078,Did not go,True,Ballet,Passaic New Jersey US,,3.0,1978.0,June,Not Ranked,0,3000,0,0,0,0,USA
215,Josh Hutcherson,M,1.7,,12.0,5.9281465191651925,Did not go,False,Soccer,Union Kentucky US,,,1992.0,October,Not Ranked,0,3000,0,0,0,0,USA
216,Jodie Foster,F,1.6,English Americans,21.0,5.920157345827908,Yale University,False,Dance,Los Angeles California US,,2.0,1962.0,November,16,1,16,0,0,0,0,USA
217,Paul Sorvino,M,1.905,Italian Americans,41.0,5.913027066954288,Did not go,True,No Sports,New York City US,,3.0,1939.0,April,Not Ranked,0,3000,0,0,0,0,USA
218,Andy Serkis,M,1.73,,37.0,5.912763106410955,Lancaster University,True,No Sports,Ruislip Manor Middlesex England,,3.0,1964.0,April,122,1,122,0,0,0,0,United Kingdom
219,Kris Kristofferson,M,1.79,Swedish Americans,44.0,5.9097668401399845,University of Oxford,False,No Sports,Brownsville Texas US,,8.0,1936.0,June,3,1,3,0,0,0,0,USA
220,Shruti Seth,F,1.64,Indians,30.0,5.906506376809341,sub 1500 school,False,No Sports,Mumbai Maharashtra India,,1.0,1977.0,December,Not Ranked,0,3000,0,0,0,0,Rest of World
221,Mahesh Manjrekar,M,1.78,,50.0,5.906506376809341,Did not go,False,No Sports,Bombay Bombay State India,,3.0,1958.0,August,Not Ranked,0,3000,0,0,0,0,Rest of World
222,Anil Kapoor,M,1.8,,48.0,5.906506376809341,sub 1500 school,False,No Sports,Bombay Bombay State Indiapresentday Mumbai Maharashtra,,,1959.0,December,Not Ranked,0,3000,0,0,0,0,Rest of World
223,Rolf Saxon,M,1.85,,43.0,5.901453872077345,Did not go,True,No Sports,Alexandria Virginia US,,,1955.0,July,Not Ranked,0,3000,0,0,0,0,USA
224,Fred Willard,M,1.867,,44.0,5.900669298997048,sub 1500 school,False,No Sports,Cleveland Ohio US,,1.0,1939.0,September,Not Ranked,0,3000,0,0,0,0,USA
225,Jennifer Tilly,F,1.69,multiracial Americans,29.0,5.898601865511669,sub 1500 school,True,No Sports,Los Angeles California US,,,1958.0,September,Not Ranked,0,3000,0,0,0,0,USA
226,Jack Black,M,1.68,Scottish Americans,24.0,5.898162820330067,Did not go,False,Dance,Santa Monica California US,,2.0,1969.0,August,Not Ranked,0,3000,0,0,0,0,USA
227,Brian Dennehy,M,1.905,Irish Americans,44.0,5.892538303670533,Columbia University,True,Football,Bridgeport Connecticut US,,5.0,1938.0,July,23,1,23,0,0,0,0,USA
228,Nia Long,F,1.57,Afro Trinidadians and Tobagonians,20.0,5.890100613386793,Did not go,False,Ballet,New York City New York US,,2.0,1970.0,October,Not Ranked,0,3000,0,0,0,0,USA
229,Yuji Okumoto,M,1.85,Japanese Americans,51.0,5.8891770813562205,sub 1500 school,False,Martial arts,Los Angeles California US,,3.0,1959.0,April,Not Ranked,0,3000,0,0,0,0,USA
230,James Gandolfini,M,1.848,Italian Americans,30.0,5.887872045321466,Rutgers University–New Brunswick,False,Basketball,Westwood New Jersey US,,2.0,1961.0,September,299,1,299,0,0,0,0,USA
231,Peter Cullen,M,1.73,Canadian Americans,42.0,5.877516027139709,Specialised Drama School,True,No Sports,Montreal Quebec Canada,,4.0,1941.0,July,Not Ranked,0,3000,1,0,0,0,Rest of World
232,Nick Swardson,M,1.75,Americans,23.0,5.874967532533853,Did not go,False,No Sports,Minneapolis Minnesota US,,,1976.0,October,Not Ranked,0,3000,0,0,0,0,USA
233,Joan Allen,F,1.778,,29.0,5.873117585755821,sub 1500 school,True,No Sports,Rochelle Illinois US,,1.0,1956.0,August,Not Ranked,0,3000,0,0,0,0,USA
234,Michael Gilden,M,1.37,,,5.8729528266754665,Did not go,False,No Sports,Los Angeles CaliforniaUnited States,,,1962.0,September,Not Ranked,0,3000,0,0,0,0,USA
235,Idris Elba,M,1.898,,28.0,5.870929327668909,Specialised Acting School,True,No Sports,Hackney London England,"United Kingdom, Sierra Leone2",2.0,1972.0,September,Not Ranked,0,3000,0,1,0,0,United Kingdom
236,Michael Rooker,M,1.78,,31.0,5.864270172024161,sub 1500 school,False,No Sports,Jasper Alabama US,,2.0,1955.0,April,Not Ranked,0,3000,0,0,0,0,USA
237,Anthony Michael Hall,M,1.88,Irish Americans,16.0,5.863158058501214,Did not go,False,No Sports,Boston Massachusetts US,,1.0,1968.0,April,Not Ranked,0,3000,0,0,0,0,USA
238,Tom Felton,M,1.753,,10.0,5.862545553626823,sub 1500 school,False,No Sports,Epsom Surrey England,,,1987.0,September,Not Ranked,0,3000,0,0,0,0,United Kingdom
239,Charles S. Dutton,M,1.79,African Americans,34.0,5.849157813901202,Yale University,True,No Sports,Baltimore Maryland US,,,1951.0,January,16,1,16,0,0,0,0,USA
240,Rutger Hauer,M,1.85,Dutch,38.0,5.84837768864445,Did not go,True,Dance,Breukelen Utrecht Netherlands,,,1944.0,January,Not Ranked,0,3000,0,0,0,0,Europe
241,MacAulay Culkin,M,1.7,Irish Americans,8.0,5.847734003041561,Did not go,False,No Sports,,,,1980.0,August,Not Ranked,0,3000,0,0,0,0,
242,Maggie Gyllenhaal,F,1.75,Swedish Americans,14.0,5.846502091373875,Columbia University,False,No Sports,New York City US,,2.0,1977.0,November,23,1,23,0,0,0,0,USA
243,Mark Ruffalo,M,1.73,Italian Americans,30.0,5.846070006644204,Did not go,True,No Sports,Kenosha Wisconsin US,,3.0,1967.0,November,Not Ranked,0,3000,0,0,0,0,USA
244,Christina Ricci,F,1.55,Scotch-Irish Americans,10.0,5.845174264537496,sub 1500 school,False,No Sports,Santa Monica California US,,2.0,1980.0,February,Not Ranked,0,3000,0,0,0,0,USA
245,Meryl Streep,F,1.68,,33.0,5.844918000167891,Yale University,True,No Sports,Summit New Jersey US,,,1949.0,June,16,1,16,0,0,0,0,USA
246,Tony Todd,M,1.96,African Americans,32.0,5.843577998815486,sub 1500 school,True,No Sports,Washington DC US,,2.0,1954.0,December,Not Ranked,0,3000,0,0,0,0,USA
247,Pete Postlethwaite,M,1.75,English people,46.0,5.842722581180129,Specialised Drama School,True,No Sports,Warrington Lancashire England,,2.0,1946.0,February,Not Ranked,0,3000,1,0,0,0,United Kingdom
248,Bonnie Wright,F,1.68,English people,11.0,5.842015663082775,sub 1500 school,False,No Sports,London England,,1.0,1991.0,February,Not Ranked,0,3000,0,0,0,0,United Kingdom
249,James Phelps,M,1.91,,16.0,5.842015663082775,Did not go,False,No Sports,,,,1986.0,February,Not Ranked,0,3000,0,0,0,0,
250,Joshua Herdman,M,1.93,,15.0,5.842015663082775,Did not go,False,No Sports,Hampton London England,,2.0,1987.0,September,Not Ranked,0,3000,0,0,0,0,United Kingdom
251,Oliver Phelps,M,1.91,,16.0,5.842015663082775,Did not go,False,No Sports,,,,1986.0,February,Not Ranked,0,3000,0,0,0,0,
252,Matthew David Lewis,M,1.83,,13.0,5.842015663082775,Did not go,True,No Sports,Leeds West Yorkshire England,,,1989.0,June,Not Ranked,0,3000,0,0,0,0,United Kingdom
253,Jamie Waylett,M,1.892,English people,13.0,5.842015663082775,Did not go,False,No Sports,Kilburn London England,,,1989.0,July,Not Ranked,0,3000,0,0,0,0,United Kingdom
254,Alfred Enoch,M,1.84,,13.0,5.842015663082775,University of Oxford,True,No Sports,London England,United KingdomBrazil,,1988.0,December,3,1,3,0,0,0,0,United Kingdom
255,Rupert Grint,M,1.73,,14.0,5.842015663082775,sub 1500 school,True,No Sports,Harlow Essex England1,,1.0,1988.0,August,Not Ranked,0,3000,0,0,0,0,United Kingdom
256,Mike Epps,M,1.87,African Americans,29.0,5.835409732422844,Did not go,False,No Sports,Indianapolis,,7.0,1970.0,November,Not Ranked,0,3000,0,0,0,0,USA
257,Chris Evans,M,1.84,Irish Americans,20.0,5.833017424970877,Did not go,False,No Sports,,,,1981.0,June,Not Ranked,0,3000,0,0,0,0,
258,Jennifer Lopez,F,1.7,Stateside Puerto Ricans,26.0,5.831070425823828,Did not go,False,Track,New York City US,,2.0,1969.0,July,Not Ranked,0,3000,0,0,0,0,USA
259,Sally Field,F,1.59,,35.0,5.828265455939701,Did not go,True,No Sports,Pasadena California US,,3.0,1946.0,November,Not Ranked,0,3000,0,0,0,0,USA
260,Emma Watson,F,1.68,British,12.0,5.827874542621687,University of Oxford,True,No Sports,Paris France,,,1990.0,April,3,1,3,0,0,0,0,Europe
261,Peter Jackson,M,1.69,Kiwi,34.0,5.827318730934062,Did not go,False,No Sports,Pukerua Bay New Zealand,,2.0,1961.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
262,Jason Segel,M,1.93,Jewish people,18.0,5.821792515714183,Did not go,True,Basketball,Santa Monica California US,,,1980.0,January,Not Ranked,0,3000,0,0,0,0,USA
263,Sydney Pollack,M,1.82,Jewish people,48.0,5.820447718008481,Did not go,True,No Sports,Lafayette Indiana US,,3.0,1934.0,July,Not Ranked,0,3000,0,0,0,0,USA
264,John Candy,M,1.88,,29.0,5.820198123625735,McMaster University,False,Football,Toronto Ontario Canada,,2.0,1950.0,October,189,1,189,0,0,0,0,Rest of World
265,Robby Benson,M,1.78,Jewish people,35.0,5.818731464441733,Did not go,False,Basketball,Dallas Texas US,,2.0,1956.0,January,Not Ranked,0,3000,0,0,0,0,USA
266,Frances McDormand,F,1.65,,27.0,5.81764958208456,Yale University,True,No Sports,Gibson City Illinois US,,1.0,1957.0,June,16,1,16,0,0,0,0,USA
267,Gary Busey,M,1.82,White people,40.0,5.813655863290951,Did not go,True,Football,Goose Creek Texas US,,3.0,1944.0,June,Not Ranked,0,3000,0,0,0,0,USA
268,Marlon Wayans,M,1.842,African Americans,15.0,5.808275623834419,Did not go,False,Dance,New York City US,,3.0,1972.0,July,Not Ranked,0,3000,0,0,0,0,USA
269,Kristen Stewart,F,1.68,English Australians,10.0,5.808222189655071,Did not go,False,No Sports,Los Angeles California US,,,1990.0,April,Not Ranked,0,3000,0,0,0,0,USA
270,Heather Graham,F,1.73,White Americans,17.0,5.807916791862241,Did not go,False,No Sports,Milwaukee Wisconsin US,,,1970.0,January,Not Ranked,0,3000,0,0,0,0,USA
271,Devon Murray,M,1.6,,11.0,5.807399827269754,Did not go,False,No Sports,Celbridge County Kildare Ireland,,1.0,1988.0,October,Not Ranked,0,3000,0,0,0,0,United Kingdom
272,Robert Pattinson,M,1.85,White people,18.0,5.806912223489099,Did not go,False,No Sports,Barnes London England,,1.0,1986.0,May,Not Ranked,0,3000,0,0,0,0,United Kingdom
273,Kerry Washington,F,1.626,African Americans,23.0,5.804482797358095,George Washington University,True,Dance,New York City US,,2.0,1977.0,January,340,1,340,0,0,0,0,USA
