Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index,Gender,University,Theater,Sports,Birth City,Date of Birth,Citizenship,Number of Children,Career Start
Sonny Shroyer,1935-08-28,M,1.89,,58.0,6.088932627881566,Male,University of Alabama,,Football,Valdosta Georgia US,1935-08-28,,,1972
Jeremy Irvine,1990,M,1.85,,21.0,6.085002552991146,Male,London Academy of Music and Dramatic Art,Yes,,Gamlingay Cambridgeshire England,1990-06-18,,,2009
Sean Frye,1966-09-16,M,1.87,,15.0,6.076650455475384,Male,,,,Hollywood California US,1966-09-16,,,1974
Marcia Gay Harden,1959-08-14,F,1.638,,36.0,6.06863021332208,Female,University of Texas Austin BANew York University MFA,Yes,,San Diego California US,1959-08-14,,3,1979
Liam Neeson,1952-06-07,M,1.93,Irish people,28.0,6.065778834015692,Male,,,Football,Ballymena Northern Ireland,1952-06-07,,2,1976
Elisabeth Shue,1963-10-06,F,1.57,,20.0,6.064698979905614,Female,,,,Wilmington Delaware US,1963-10-06,,3,1982
Cheech Marin,1946-07-13,M,1.68,Hispanic and Latino Americans,36.0,6.06374370893615,Male,California State University Northridge AB,,,Los Angeles,1946-07-13,,3,1971
Ted Raimi,1965-12-14,M,1.87,,15.0,6.062269676893472,Male,University of Michigan,,,Detroit Michigan US,1965-12-14,,,1977
John Mahoney,1940-06-20,M,1.73,English Americans,46.0,6.059409015183102,Male,,Yes,,Blackpool Lancashire England,1940-06-20,,,1977
Shia Labeouf,1986-06-11,M,1.759,Jewish people,16.0,6.047960362359485,Male,,,Dance,Los Angeles California US,1986-06-11,,1,1996
R. Lee Ermey,1944-03-24,M,1.82,,43.0,6.0425309520864445,Male,,,,Emporia Kansas US,1944-03-24,,6,1978
Winona Ryder,1971-10-29,F,1.61,Jewish people,14.0,6.035618492171684,Female,American Conservatory Theater,Yes,,Winona County Minnesota US,1971-10-29,,,1986
Bryce Dallas Howard,1981-03-02,F,1.73,,8.0,6.028194834064425,Female,New York University BFA,Yes,,Los Angeles California US,1981-03-02,,2,2003
Dominic Monaghan,1976-12-08,M,1.7,,25.0,6.019399490976195,Male,,Yes,Football,West Berlin West Germany,1976-12-08,,,1994
Vincent Cassel,1966-11-23,M,1.861,French,31.0,6.003348458642667,Male,,,,Paris France,1966-11-23,FranceBrazil until 20181,3,1987
Angela Bassett,1958-08-16,F,1.63,African Americans,27.0,6.001966909381936,Female,Yale University BA MFA,Yes,,New York City US,1958-08-16,,2,1977
Katherine Heigl,1978-11-24,F,1.75,Germans,14.0,5.999085648377449,Female,,,,Washington DC US,1978-11-24,,3,1992
Kevin McNally,1956-04-27,M,1.78,English people,31.0,5.995685269945474,Male,Royal Academy of Dramatic Art,Yes,,Bristol England,,,3,1976
Thomas McCarthy,1966-01-30,M,1.8,White Americans,34.0,5.993020719961174,,,,,,,,,
Patrick Dempsey,1966-01-13,M,1.79,Irish Americans,25.0,5.989510278103663,Male,,,,Lewiston Maine US,1966-01-13,,3,1985
Jared Leto,1971-12-26,M,1.75,,23.0,5.984785051920611,Male,School of Visual Arts,Yes,,Bossier City Louisiana US,1971-12-26,,,1992
Billy Boyd,1968-08-28,M,1.69,,20.0,5.984052840280322,,Royal Conservatoire of Scotland,Yes,,Glasgow Scotland,1968-08-28,,1,1996
Seann William Scott,1976-10-03,M,1.8,,22.0,5.978616997356717,Male,,,Football,Cottage Grove Minnesota US1,1976-10-03,,1,1996
Alanna Ubach,1975-10-03,F,1.57,Mexican Americans,17.0,5.974579111961954,Female,,Yes,,Downey California US,1975-10-03,,1,1990
Judge Reinhold,1957-05-21,M,1.88,,24.0,5.972743793777891,Male,University of Mary WashingtonPalm Beach State CollegeUniversity of North Carolina School of the Arts BFA,,,Wilmington Delaware US,1957-05-21,,1,1979
Eddie Izzard,1962-02-07,M,1.702,British,36.0,5.972122633445934,Male,,,,Aden Aden Colony now Yemen,1962-02-07,,,1982
William Hurt,1950-03-20,M,1.88,White people,33.0,5.971218400702294,Male,Tufts University BAJuilliard School GrDip,Yes,,Washington DC US,1950-03-20,,4,1975
Russell Crowe,1964-04-07,M,1.8,Māori,30.0,5.9702524686943725,Male,Academy Award,,,Wellington New Zealand,1964-04-07,,2,1972
David Krumholtz,1978-05-15,M,1.68,Jewish people,15.0,5.961409526545035,Male,,,,New York City US,1978-05-15,,2,1992
Delroy Lindo,1952-11-18,M,1.93,,38.0,5.959118155196872,Male,"San Francisco State University BFA, American Conservatory Theater MFA, New York University MFA",Yes,Baseball,Lewisham London England,1952-11-18,,1,1975
Sean Penn,1960-08-17,M,1.77,Jewish people,20.0,5.958792096200113,Male,,,,Santa Monica California US,1960-08-17,,,1974
Denis O%27Hare,1962-01-16,M,1.73,Irish Americans,41.0,5.955190043872072,Male,Northwestern University School of Communication,Yes,Baseball,Kansas City Missouri US,1962-01-17,,1,1982
Toby Jones,1966-09-07,M,1.65,British,36.0,5.954938121051066,Male,University of Manchester 19861989 LÉcole Internationale de Théâtre Jacques Lecoq 19891991,,,Hammersmith London England,1966-09-07,,2,1992
Bob Balaban,1945-08-16,M,1.65,Jewish people,35.0,5.948984657746082,Male,"Colgate University, New York University BA",Yes,,Chicago Illinois US,1945-08-16,,2,1965
Zoe Saldana,1978-06-19,F,1.7,Dominican Americans,21.0,5.94094548526078,Female,,Yes,Ballet,Passaic New Jersey US,1978-06-19,,3,1999
Josh Hutcherson,1992-10-12,M,1.7,,12.0,5.9281465191651925,Male,,,Soccer,Union Kentucky US,1992-10-12,,,2002
Jodie Foster,1962-11-19,F,1.6,English Americans,21.0,5.920157345827908,Female,Yale University BA,,Dance,Los Angeles California US,1962-11-19,,2,1965
Paul Sorvino,1939-04-13,M,1.905,Italian Americans,41.0,5.913027066954288,Male,,Yes,,New York City US,1939-04-13,,3,1956
Andy Serkis,1964-04-20,M,1.73,,37.0,5.912763106410955,Male,Lancaster University,Yes,,Ruislip Manor Middlesex England,1964-04-20,,3,1985
Kris Kristofferson,1936-06-22,M,1.79,Swedish Americans,44.0,5.9097668401399845,Male,Pomona College BAMerton College Oxford BPhil,,,Brownsville Texas US,1936-06-22,,8,1959
Shruti Seth,1977-12-18,F,1.64,Indians,30.0,5.906506376809341,Female,St. Xavier's College,,,Mumbai Maharashtra India,,,1,2001
Mahesh Manjrekar,1958-08-16,M,1.78,,50.0,5.906506376809341,Male,,,,Bombay Bombay State India,1958-08-16,,3,1975
Anil Kapoor,1959-12-24,M,1.8,,48.0,5.906506376809341,Male,St Xaviers College,,,Bombay Bombay State Indiapresentday Mumbai Maharashtra,1956-12-24,,,1977
Rolf Saxon,1955,M,1.85,,43.0,5.901453872077345,Male,,Yes,,Alexandria Virginia US,,,,1980
Fred Willard,1939-09-18,M,1.867,,44.0,5.900669298997048,Male,Kentucky Military InstituteVirginia Military Institute,,,Cleveland Ohio US,1933-09-18,,1,1957
Jennifer Tilly,1958-09-16,F,1.69,multiracial Americans,29.0,5.898601865511669,Female,Stephens College,Yes,,Los Angeles California US,1958-09-16,,,1983
Jack Black,1969-08-28,M,1.68,Scottish Americans,24.0,5.898162820330067,Male,,,Dance,Santa Monica California US,1969-08-28,,2,2018
Brian Dennehy,1938-07-09,M,1.905,Irish Americans,44.0,5.892538303670533,Male,Columbia University BA,Yes,Football,Bridgeport Connecticut US,1938-07-09,,5,1965
Nia Long,1970-10-30,F,1.57,Afro Trinidadians and Tobagonians,20.0,5.890100613386793,Female,,,Ballet,New York City New York US,1970-10-30,,2,1986
Yuji Okumoto,1959-04-20,M,1.85,Japanese Americans,51.0,5.8891770813562205,Male,California State University Fullerton,,Martial arts,Los Angeles California US,1959-04-20,,3,1985
James Gandolfini,1961-09-18,M,1.848,Italian Americans,30.0,5.887872045321466,Male,Rutgers UniversityNew Brunswick BA,,Basketball,Westwood New Jersey US,1961-09-18,,2,1979
Peter Cullen,1941-07-28,M,1.73,Canadian Americans,42.0,5.877516027139709,Male,National Theatre School BFA,Yes,,Montreal Quebec Canada,1941-07-28,,4,1962
Nick Swardson,1976-10-09,M,1.75,Americans,23.0,5.874967532533853,Male,,,,Minneapolis Minnesota US,1976-10-09,,,1995
Joan Allen,1956-08-20,F,1.778,,29.0,5.873117585755821,Female,Eastern Illinois UniversityNorthern Illinois University,Yes,,Rochelle Illinois US,,,1,1977
Michael Gilden,1962-09-22,M,1.37,,,5.8729528266754665,Male,,,,Los Angeles CaliforniaUnited States,1962-09-22,,,
Idris Elba,1972-09-06,M,1.898,,28.0,5.870929327668909,Male,British Academy Film Award,Yes,,Hackney London England,1972-09-06,"United Kingdom, Sierra Leone2",2,1994
Michael Rooker,1955-04-06,M,1.78,,31.0,5.864270172024161,Male,DePaul University BFA,,,Jasper Alabama US,1955-04-06,,2,1986
Anthony Michael Hall,1968-04-14,M,1.88,Irish Americans,16.0,5.863158058501214,Male,,,,Boston Massachusetts US,1968-04-14,,1,1977
Tom Felton,1987-09-22,M,1.753,,10.0,5.862545553626823,Male,Howard of Effingham School,,,Epsom Surrey England,1987-09-22,,,1997
Charles S. Dutton,1951-01-30,M,1.79,African Americans,34.0,5.849157813901202,Male,Hagerstown Community College AATowson University BAYale University MFA,Yes,,Baltimore Maryland US,1951-01-30,,,1984
Rutger Hauer,1944-01-23,M,1.85,Dutch,38.0,5.84837768864445,Male,,Yes,Dance,Breukelen Utrecht Netherlands,1944-01-23,,,1969
MacAulay Culkin,1980-08-26,M,1.7,Irish Americans,8.0,5.847734003041561,,,,,,,,,
Maggie Gyllenhaal,1977-11-16,F,1.75,Swedish Americans,14.0,5.846502091373875,Male,Columbia University BA,,,New York City US,1977-11-16,,2,1992
Mark Ruffalo,1967-11-22,M,1.73,Italian Americans,30.0,5.846070006644204,Male,,Yes,,Kenosha Wisconsin US,1967-11-22,,3,1989
Christina Ricci,1980-02-12,F,1.55,Scotch-Irish Americans,10.0,5.845174264537496,Male,Professional Childrens School,,,Santa Monica California US,1980-02-12,,2,1990
Meryl Streep,1949-06-22,F,1.68,,33.0,5.844918000167891,Female,Vassar College BAYale University MFA,Yes,,Summit New Jersey US,1949-06-22,,,1975
Tony Todd,1954-12-04,M,1.96,African Americans,32.0,5.843577998815486,Male,British Academy Games Award,Yes,,Washington DC US,1954-12-04,,2,1986
Pete Postlethwaite,1946-02-07,M,1.75,English people,46.0,5.842722581180129,Male,Bristol Old Vic Theatre School,Yes,,Warrington Lancashire England,1946-02-07,,2,1975
Bonnie Wright,1991-02-17,F,1.68,English people,11.0,5.842015663082775,Female,London College of Communication BA,,,London England,1991-02-17,,1,2001
James Phelps,1986-02-25,M,1.91,,16.0,5.842015663082775,,,,,,,,,
Joshua Herdman,1987-09-09,M,1.93,,15.0,5.842015663082775,Male,,,,Hampton London England,1987-09-09,,2,2001
Oliver Phelps,1986-02-25,M,1.91,,16.0,5.842015663082775,,,,,,,,,
Matthew David Lewis,1989-06-27,M,1.83,,13.0,5.842015663082775,Male,,Yes,,Leeds West Yorkshire England,1989-06-27,,,1995
Jamie Waylett,1989-07-21,M,1.892,English people,13.0,5.842015663082775,Male,,,,Kilburn London England,1989-07-21,,,2001
Alfred Enoch,1988-12-02,M,1.84,,13.0,5.842015663082775,Male,The Queens College Oxford BA,Yes,,London England,1988-12-02,United KingdomBrazil,,1999
Rupert Grint,1988-08-24,M,1.73,,14.0,5.842015663082775,,Richard Hale School,Yes,,Harlow Essex England1,1988-08-24,,1,1999
Mike Epps,1970-11-18,M,1.87,African Americans,29.0,5.835409732422844,Male,,,,Indianapolis,1970-11-18,,7,1994
Chris Evans,1981-06-13,M,1.84,Irish Americans,20.0,5.833017424970877,,,,,,,,,
Jennifer Lopez,1969-07-24,F,1.7,Stateside Puerto Ricans,26.0,5.831070425823828,Female,,,Track,New York City US,1969-07-24,,2,1989
Sally Field,1946-11-06,F,1.59,,35.0,5.828265455939701,Male,Academy Awards,Yes,,Pasadena California US,1946-11-06,,3,1962
Emma Watson,1990-04-15,F,1.68,British,12.0,5.827874542621687,Female,Brown University BAUniversity of Oxford MSt,Yes,,Paris France,1990-04-15,,,1999
Peter Jackson,1961-10-31,M,1.69,Kiwi,34.0,5.827318730934062,Male,,,,Pukerua Bay New Zealand,1961-10-31,,2,1976
Jason Segel,1980-01-18,M,1.93,Jewish people,18.0,5.821792515714183,Male,,Yes,Basketball,Santa Monica California US,1980-01-18,,,1998
Sydney Pollack,1934-07-01,M,1.82,Jewish people,48.0,5.820447718008481,Male,,Yes,,Lafayette Indiana US,1934-07-01,,3,1955
John Candy,1950-10-31,M,1.88,,29.0,5.820198123625735,Male,"Centennial College, McMaster University",,Football,Toronto Ontario Canada,1950-10-31,,2,1971
Robby Benson,1956-01-21,M,1.78,Jewish people,35.0,5.818731464441733,Male,,,Basketball,Dallas Texas US,1956-01-21,,2,1965
Frances McDormand,1957-06-23,F,1.65,,27.0,5.81764958208456,Female,"Bethany College BA, Yale University MFA",Yes,,Gibson City Illinois US,1957-06-23,,1,1982
Gary Busey,1944-06-29,M,1.82,White people,40.0,5.813655863290951,Male,,Yes,Football,Goose Creek Texas US,1944-06-29,,3,1967
Marlon Wayans,1972-07-23,M,1.842,African Americans,15.0,5.808275623834419,Male,,,Dance,New York City US,1972-07-23,,3,1988
Kristen Stewart,1990-04-09,F,1.68,English Australians,10.0,5.808222189655071,Female,,,,Los Angeles California US,1990-04-09,,,1999
Heather Graham,1970-01-29,F,1.73,White Americans,17.0,5.807916791862241,Male,,,,Milwaukee Wisconsin US,1970-01-29,,,1984
Devon Murray,1988-10-28,M,1.6,,11.0,5.807399827269754,Male,,,,Celbridge County Kildare Ireland,1988-10-28,,1,1997
Robert Pattinson,1986-05-13,M,1.85,White people,18.0,5.806912223489099,Male,,,,Barnes London England,1986-05-13,,1,2004
Kerry Washington,1977-01-31,F,1.626,African Americans,23.0,5.804482797358095,Female,George Washington University,Yes,Dance,New York City US,1977-01-31,,2,1994
Derek Jacobi,1938-10-22,M,1.778,English people,43.0,5.803307406134837,Male,St Johns College Cambridge,Yes,,Leytonstone Essex England,1938-10-22,,,1959
Leslie Nielsen,1926-02-11,M,1.854,Scandinavian Americans,54.0,5.799212070363803,Male,Neighborhood Playhouse School of the Theatre Lorne Greene Academy of Radio Arts,Yes,,Regina Saskatchewan Canada,1926-02-11,,2,1950
Jess Harnell,1963-12-23,M,1.77,,40.0,5.795301425356029,Male,,Yes,,Englewood New Jersey US,1963-12-23,,,1987
Geoffrey Lewis,1935-07-31,M,1.765,,45.0,5.795024291485081,,,,,,,,,
Kieran Culkin,1982-09-30,M,1.676,Irish Americans,8.0,5.79242796793991,Male,,,Dance,New York City US,1982-09-30,,2,1990
Donal Logue,1966-02-27,M,1.784,Irish Canadians,26.0,5.790111423323697,Male,Harvard University,Yes,Dance,Ottawa Ontario Canada,1966-02-27,CanadaUnited StatesIreland,2,1991
Vin Diesel,1967-07-18,M,1.83,multiracial Americans,23.0,5.789964099382134,Male,Hunter College,Yes,Dance,Alameda County California US,1967-07-18,,3,1990
David Koechner,1962-08-24,M,1.88,,36.0,5.788049499296146,Male,,,,Tipton Missouri US,1962-08-24,,5,1986
Peter Sallis,1921-02-01,M,1.651,,84.0,5.787932424049938,Male,,,,Twickenham London England,1921-02-01,,,1943
Donnie Wahlberg,1969-08-17,M,1.78,Swedish Americans,27.0,5.786865057328877,Male,,,,Boston Massachusetts US,1969-08-17,,2,1984
Bette Midler,1945-12-01,F,1.55,American Jews,36.0,5.78627524346123,Female,Academy Awards,Yes,Dance,Honolulu Territory of Hawaii,1945-12-01,,,1965
Eddie Marsan,1968-06-23,M,1.74,English people,34.0,5.783481068432991,Male,Mountview Academy of Theatre Arts,Yes,,Stepney London England,1968-06-09,,4,1990
Robert Englund,1947-06-06,M,1.75,Swedish Americans,37.0,5.782516627949803,Male,"California State University Northridge, Royal Academy of Dramatic Art",Yes,,Glendale California US,1947-06-06,,,1973
Chloë Moretz,1997-02-10,F,1.65,,8.0,5.778579707268324,Female,,,,Atlanta Georgia US,1997-02-10,,,2004
Adam Baldwin,1962-02-27,M,1.93,Irish Americans,18.0,5.7734483550937945,Male,,,,Winnetka Illinois US,1962-02-27,,3,1980
Bonnie Hunt,1961-09-22,F,1.73,,27.0,5.772418144865653,Female,,,,Chicago Illinois US,1961-09-22,,,1984
Bob Peterson,1961-01-18,M,1.88,White Americans,40.0,5.769714864570726,,,,,,,,,
Alan Ruck,1956-07-01,M,1.83,,29.0,5.763350638364618,Male,University of Illinois UrbanaChampaign BFA,Yes,,Cleveland Ohio US,1956-07-01,,4,1983
Wendy Crewson,1956-05-09,F,1.75,,35.0,5.761534013562604,Female,,Yes,Track,Hamilton Ontario Canada,1956-05-09,,2,1980
Jim Varney,1949-06-15,M,1.85,,37.0,5.759190467919403,Male,,Yes,,Lexington Kentucky US,1949-06-15,,,1959
Talulah Riley,1985-09-26,F,1.75,,19.0,5.758814055820108,Female,Open University,,,Hemel Hempstead Hertfordshire England,1985-09-26,,,2003
Mike Judge,1962-10-17,M,1.82,,34.0,5.752098499690692,Male,University of California San Diego BS,,Baseball,Guayaquil Ecuador,1962-10-17,,3,1985
Radha Mitchell,1973-11-12,F,1.676,,26.0,5.751742161677685,Male,Swinburne University of Technology BA,,,Melbourne Victoria Australia,1973-11-12,,,1988
Timothy Hutton,1960-08-16,M,1.829,,20.0,5.750246948668278,Male,,,,Malibu California US,1960-08-16,,2,1965
Billy Bob Thornton,1955-08-04,M,1.83,,37.0,5.749889879316441,Male,,,Basketball,Hot Springs Arkansas US,1955-08-04,,4,1974
Ricardo Darín,1957-01-16,M,1.72,,43.0,5.749515147476939,Male,,,,Buenos Aires Argentina,1957-01-16,,2,1967
Brent Spiner,1949-02-02,M,1.8,,40.0,5.746714823996831,Male,University of Houston,Yes,,Houston Texas US,1949-02-02,,1,1968
Holly Hunter,1958-03-20,F,1.57,,26.0,5.742377784143165,Female,Carnegie Mellon University BFA,Yes,Tennis,Conyers Georgia US,1958-03-20,,2,1981
Noah Taylor,1969-09-04,M,1.73,,26.0,5.741783261827507,Male,,,,London England,1969-09-04,,,1987
Ellen Foley,1951-06-05,F,1.72,,31.0,5.741525301099741,Female,,,,,,,,
Ken Leung,1970-01-21,M,1.7,,25.0,5.739440062682616,Male,New York University,Yes,,New York City US,1970-01-21,,1,1995
Bill Murray,1950-09-21,M,1.88,Irish Americans,29.0,5.738289779099167,,Regis University,Yes,,Evanston Illinois US1,1950-09-21,,6,1973
Albert Brooks,1947-07-22,M,1.78,Jewish people,33.0,5.737764312625242,Male,Carnegie Mellon University,,,Beverly Hills California US,1947-07-22,,2,1969
Colin McFarlane,1961-09-15,M,1.8,English people,43.0,5.735657718205959,Male,Loughborough University,,,Upper Clapton London England,1961-09-15,,3,1984
David Warner,1941-07-29,M,1.87,Jewish people,38.0,5.734293703904515,,,,,,,,,
Rebecca De Mornay,1959-08-29,F,1.664,,23.0,5.732871490249496,Female,,,,Santa Rosa California US,1959-08-29,,2,1975
Jada Pinkett Smith,1971-09-18,F,1.52,African Americans,21.0,5.729659682486478,Female,North Carolina School of the Arts,,Ballet,Baltimore Maryland US,1971-09-18,,,1990
Alec Baldwin,1958-04-03,M,1.8,English Americans,29.0,5.729565618588236,Male,George Washington UniversityNew York University Tisch BFA,Yes,Football,Amityville New York US,1958-04-03,,8,1980
Brad Kane,1976-10-12,M,1.72,,16.0,5.729430065782113,Male,,Yes,,New Rochelle New York,1973-09-29,,2,1982
Amy Ryan,1969-11-30,F,1.62,Polish Americans,30.0,5.727030909219074,Female,,,,New York City US,1968-05-03,,1,1987
Claudia Wells,1966-07-05,F,1.62,,18.0,5.7225872510240485,Female,,,,Kuala Lumpur Malaysia,,,1,1974
Dennis Haysbert,1954-06-02,M,1.94,African Americans,34.0,5.722516200619106,Male,,,Baseball,San Mateo California US,1954-06-02,,2,1978
Hugh Laurie,1959-06-11,M,1.89,,36.0,5.721474371570881,Male,Selwyn College Cambridge BA,,,Blackbird Leys Oxfordshire England,1959-06-11,,3,1981
Steven Spielberg,1946-12-18,M,1.715,Jewish people,33.0,5.720664331422388,Male,California State University Long Beach BA,Yes,,Cincinnati Ohio US,1946-12-18,,6,1969
Colin Farrell,1976-05-31,M,1.8,Black Irish,24.0,5.720092950483569,Male,,,Football,Castleknock Dublin Ireland,1976-05-31,,2,1995
David Arquette,1971-09-08,M,1.8,Jewish people,20.0,5.717886175138543,Male,,Yes,Dance,Bentonville Virginia US,1971-09-08,,3,1990
Eugene Levy,1946-12-17,M,1.778,,37.0,5.712236961714218,Male,McMaster University,Yes,Dance,Hamilton Ontario Canada,1946-12-17,,,1969
Rose Byrne,1979-07-24,F,1.68,,23.0,5.711725190928278,Female,University of Sydney,Yes,,Balmain New South Wales Australia,1979-07-24,,2,1994
Kristina Anapau,1979-10-30,F,1.63,,30.0,5.71003154990133,Female,Skidmore College BS,,,Hawaii US,1979-10-30,,,1997
Ksenia Solo,1987-10-11,F,1.63,,22.0,5.71003154990133,Female,,,Ballet,Riga Latvian SSR Soviet Union,1987-10-08,,,2000
Benjamin Millepied,1977-06-10,M,1.78,,33.0,5.71003154990133,Male,"Conservatoire National, School of American Ballet",,Ballet,Bordeaux France,1977-06-10,,2,2001
Harriet Walter,1950-09-24,F,1.715,English people,45.0,5.708966550989048,Male,London Academy of Music and Dramatic Art BA,Yes,,London England UK,1950-09-24,,,1974
Richard Ridings,1958-09-19,M,1.816,,29.0,5.707649365810092,Male,Bretton Hall CollegeBristol Old Vic Theatre School,Yes,,HenleyonThames Oxfordshire England,1958-09-19,,2,1983
