Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index
barry_del_sherman,1962-11-10,M,,,36.0,5.80817554786671
heather_graham,1970-01-29,F,1.73,/m/07hwkr,17.0,5.807916791862241
devon_murray,1988-10-28,M,1.6,,11.0,5.807399827269754
robert_pattinson,1986-05-13,M,1.85,/m/02ctzb,18.0,5.806912223489099
kerry_washington,1977-01-31,F,1.626,/m/0x67,23.0,5.804482797358095
david_andrews,1952,M,,,38.0,5.8040520328134875
derek_jacobi,1938-10-22,M,1.778,/m/02w7gg,43.0,5.803307406134837
tom_mcgrath,1964-08-07,M,,,40.0,5.800348558454624
leslie_nielsen,1926-02-11,M,1.854,/m/0cnvdq1,54.0,5.799212070363803
jess_harnell,1963-12-23,M,1.77,,40.0,5.795301425356029
geoffrey_lewis,1935-07-31,M,1.765,,45.0,5.795024291485081
kieran_culkin,1982-09-30,M,1.676,/m/033tf_,8.0,5.79242796793991
maurice_bénichou,1943-01-23,M,,/m/03ts0c,58.0,5.790635806409922
darla,,,,,,5.790609233599079
donal_logue,1966-02-27,M,1.784,/m/033njm,26.0,5.790111423323697
vin_diesel,1967-07-18,M,1.83,/m/04y8_bm,23.0,5.789964099382134
david_koechner,1962-08-24,M,1.88,,36.0,5.788049499296146
peter_sallis,1921-02-01,M,1.651,,84.0,5.787932424049938
donnie_wahlberg,1969-08-17,M,1.78,/m/065b6q,27.0,5.786865057328877
bette_midler,1945-12-01,F,1.55,/m/048z7l,36.0,5.78627524346123
frances_lee_mccain,1944-07-28,F,,,39.0,5.783553343814951
eddie_marsan,1968-06-23,M,1.74,/m/02w7gg,34.0,5.783481068432991
robert_englund,1947-06-06,M,1.75,/m/065b6q,37.0,5.782516627949803
chris_miller,1968,M,,,33.0,5.779343283163267
chloë_moretz,1997-02-10,F,1.65,,8.0,5.778579707268324
adam_baldwin,1962-02-27,M,1.93,/m/033tf_,18.0,5.7734483550937945
bonnie_hunt,1961-09-22,F,1.73,,27.0,5.772418144865653
jack_murdock,1922-10-28,M,,,66.0,5.771871521851402
ralph_seymour,,M,,,,5.771871521851402
gerald_r._molen,1935-01-06,M,,,53.0,5.771871521851402
bob_peterson,1961-01-18,M,1.88,/m/07hwkr,40.0,5.769714864570726
alan_ruck,1956-07-01,M,1.83,,29.0,5.763350638364618
joe_ranft,1960-03-13,M,,,38.0,5.762177565512404
wendy_crewson,1956-05-09,F,1.75,/m/044038p,35.0,5.761534013562604
jim_varney,1949-06-15,M,1.85,,37.0,5.759190467919403
talulah_riley,1985-09-26,F,1.75,,19.0,5.758814055820108
brad_bird,1957-09-24,M,,,47.0,5.758699105089161
lou_romano,1972-04-15,M,,,32.0,5.758699105089161
mike_judge,1962-10-17,M,1.82,,34.0,5.752098499690692
radha_mitchell,1973-11-12,F,1.676,,26.0,5.751742161677685
timothy_hutton,1960-08-16,M,1.829,,20.0,5.750246948668278
billy_bob_thornton,1955-08-04,M,1.83,,37.0,5.749889879316441
ricardo_darín,1957-01-16,M,1.72,,43.0,5.749515147476939
brent_spiner,1949-02-02,M,1.8,,40.0,5.746714823996831
holly_hunter,1958-03-20,F,1.57,,26.0,5.742377784143165
noah_taylor,1969-09-04,M,1.73,,26.0,5.741783261827507
ellen_foley,1951-06-05,F,1.72,,31.0,5.741525301099741
james_ward_byrkit,,M,,,,5.74083553037535
ken_leung,1970-01-21,M,1.7,,25.0,5.739440062682616
bill_murray,1950-09-21,M,1.88,/m/033tf_,29.0,5.7382897790991665
albert_brooks,1947-07-22,M,1.78,/m/041rx,33.0,5.737764312625242
madge_sinclair,1938-04-28,F,,/m/0283js_,50.0,5.735810481615574
colin_mcfarlane,1961-09-15,M,1.8,/m/02w7gg,43.0,5.735657718205959
david_warner,1941-07-29,M,1.87,/m/041rx,38.0,5.734293703904515
rebecca_de_mornay,1959-08-29,F,1.664,,23.0,5.732871490249496
jada_pinkett_smith,1971-09-18,F,1.52,/m/0x67,21.0,5.729659682486478
alec_baldwin,1958-04-03,M,1.8,/m/09vc4s,29.0,5.729565618588236
bruce_adler,1944-11-27,M,,,47.0,5.729430065782113
brad_kane,1976-10-12,M,1.72,,16.0,5.729430065782113
linda_larkin,1970-03-20,F,,,22.0,5.729430065782113
amy_ryan,1969-11-30,F,1.62,/m/022dp5,30.0,5.727030909219074
"harry_waters,_jr.",,M,,,,5.7225872510240485
claudia_wells,1966-07-05,F,1.62,,18.0,5.7225872510240485
dennis_haysbert,1954-06-02,M,1.94,/m/0x67,34.0,5.722516200619106
hugh_laurie,1959-06-11,M,1.89,,36.0,5.721474371570881
steven_spielberg,1946-12-18,M,1.715,/m/041rx,33.0,5.720664331422388
jan_rabson,1954-06-14,M,,,55.0,5.720341125625126
emily_hahn,2000-07-28,F,,,9.0,5.720341125625126
colin_farrell,1976-05-31,M,1.8,/m/06fczy,24.0,5.720092950483569
paul_goddard,1981-03-18,M,,,14.0,5.7196456651035525
charles_fleischer,1950-08-27,M,,,34.0,5.718196638979509
david_arquette,1971-09-08,M,1.8,/m/041rx,20.0,5.717886175138543
eugene_levy,1946-12-17,M,1.778,/m/044038p,37.0,5.712236961714218
rose_byrne,1979-07-24,F,1.68,,23.0,5.711725190928278
jian_hua_feng,,,,,,5.711327280390622
rei_yang,,F,,,,5.711327280390622
jin_ting_zhang,,M,,,,5.711327280390622
xian_gao,,M,,,,5.711327280390622
fa_zeng_li,,M,,,,5.711327280390622
su_ying_huang,1919-01,F,,,,5.711327280390622
yan_hai,,F,,,,5.711327280390622
kai_li,,M,,,,5.711327280390622
de_ming_wang,,,,,,5.711327280390622
li_li,,F,,,,5.711327280390622
kristina_anapau,1979-10-30,F,1.63,,30.0,5.71003154990133
ksenia_solo,1987-10-11,F,1.63,,22.0,5.71003154990133
sergio_torrado,,M,,,,5.71003154990133
christopher_gartin,1968-01-12,M,,,42.0,5.71003154990133
benjamin_millepied,1977-06-10,M,1.78,,33.0,5.71003154990133
harriet_walter,1950-09-24,F,1.715,/m/02w7gg,45.0,5.7089665509890475
richard_ridings,1958-09-19,M,1.816,,29.0,5.707649365810092
ben_foster,1980-10-29,M,1.75,/m/041rx,20.0,5.707638129322818
daniel_brühl,1978-06-16,M,1.76,,29.0,5.7075853378494195
david_paymer,1954-08-30,M,1.7,/m/041rx,30.0,5.706987014629734
courteney_cox,1964-06-15,F,1.65,,23.0,5.706854310171192
antony_sher,1949-06-14,M,,/m/03ty8_,49.0,5.705635256462053
steven_beard,,M,,,,5.705635256462053
david_curtiz,,M,,,,5.705635256462053
jill_baker,1952,F,,,46.0,5.705635256462053
sandra_reinton,,F,,,,5.705635256462053
nicholas_boulton,1968,M,,,30.0,5.705635256462053
ken_gibbel,,M,,,,5.705064278784756
pete_schrum,1934-12-16,M,,,56.0,5.705064278784756
leslie_hamilton_gearren,1956-09-26,F,,,34.0,5.705064278784756
lulu_ebeling,,,,,,5.701816392640805
nicholas_bird,1994-10-28,M,,,8.0,5.701816392640805
jordan_ranft,1991-12-24,,,,11.0,5.701816392640805
erica_beck,1993-10-09,,,,9.0,5.701816392640805
m._emmet_walsh,1935-03-22,M,1.78,,45.0,5.693716009100909
jack_davenport,1973-03-01,M,1.854,,26.0,5.691023489914627
cody_cameron,1970-10-12,M,,,30.0,5.690959486199329
paige_o'hara,1956-05-10,F,,,35.0,5.6907469952783964
james_marsden,1973-09-18,M,1.79,,24.0,5.689864995084394
tyrese_gibson,1978-12-30,M,1.797,/m/0x67,22.0,5.68920339746002
david_naughton,1951-02-13,M,1.79,,30.0,5.686884406860553
tara_frederick,,F,,,,5.686772807003505
jaimz_woolvett,1967-04-14,M,1.7,,25.0,5.686772807003505
david_mucci,,M,,,,5.686772807003505
jared_gilman,1998-12-28,M,,,13.0,5.685904749576777
jay_hernandez,1978-02-20,M,1.74,/m/01g7zj,23.0,5.68501409389581
sean_young,1959-11-20,F,1.753,,21.0,5.680826573386291
spencer_treat_clark,1987-09-24,M,1.83,,11.0,5.680089276454376
carey_mulligan,1985-05-28,F,1.7,,20.0,5.678345156857222
peter_wight,1950,M,,/m/02w7gg,55.0,5.6717753951815135
lea_salonga,1971-02-22,F,1.57,,21.0,5.6714744286597725
david_alan_basche,1968-08-25,M,1.778,/m/041rx,36.0,5.670679849073857
glenn_morshower,1959-04-24,M,1.797,,33.0,5.670552530258286
maria_bello,1967-04-18,F,1.651,/m/0xnvg,31.0,5.66881573870365
simon_pegg,1970-02-14,M,1.78,,35.0,5.668441187312905
jason_marin,1974-07-25,M,,,10.0,5.66838540245197
vivien_cardone,1993-04-14,F,1.57,,8.0,5.667861715599539
jason_gray-stanford,1970-05-19,M,1.77,,31.0,5.667861715599539
tanya_clarke,1972-02-02,F,,,29.0,5.667861715599539
ali_larter,1976-02-28,F,1.73,,22.0,5.667839781466949
paul_rust,1981-04-12,M,,,28.0,5.6659957568708235
enzo_g._castellari,1938-07-29,M,,,70.0,5.6659957568708235
jacky_ido,1977-05-14,M,,,32.0,5.6659957568708235
julie_dreyfus,1966-01-24,F,,/m/03ts0c,43.0,5.6659957568708235
sylvester_groth,1958-03-31,M,,,51.0,5.6659957568708235
omar_doom,1976-06-29,M,,,32.0,5.6659957568708235
gedeon_burkhard,1969-07-03,M,,,39.0,5.6659957568708235
jana_pallaske,1979-05-20,F,1.68,,30.0,5.6659957568708235
rod_taylor,1930-01-11,M,1.8,/m/03gskx0,79.0,5.6659957568708235
daryl_sabara,1992-06-14,M,1.77,/m/041rx,8.0,5.665922977747844
ekaterina_chtchelkanova,1970-05-02,,,,32.0,5.663598032259712
deidre_goodwin,1969-09-15,F,,,33.0,5.663598032259712
chita_rivera,1933-01-23,F,1.6,/m/09v5bdn,69.0,5.663598032259712
deirdre_goodwin,,,,,,5.663598032259712
scott_glenn,1941-01-26,M,1.83,/m/033tf_,40.0,5.663386400150762
leonard_jackson,1928-02-07,M,,,57.0,5.663071471986781
carl_anderson,1945-02-27,M,,/m/0x67,40.0,5.663071471986781
desreta_jackson,,,,,,5.663071471986781
torri_higginson,1969-12-06,F,1.74,,26.0,5.661491440500489
peter_rühring,1942-07-10,M,,,54.0,5.661491440500489
kevin_whately,1951-02-06,M,1.8,,45.0,5.661491440500489
hichem_rostom,1947-05-26,M,,,49.0,5.661491440500489
geordie_johnson,1953-02-25,M,,,43.0,5.661491440500489
nino_castelnuovo,1936-10-28,M,,,60.0,5.661491440500489
charles_napier,1936-04-12,M,1.82,,44.0,5.660778151745942
belinda_mcclory,1968-11-01,F,1.79,,30.0,5.6606671944403
julian_arahanga,1972-12-18,M,,,26.0,5.6606671944403
matt_doran,1976-03-30,M,1.82,,23.0,5.6606671944403
marcus_chong,1967-07-08,M,,/m/0x67,31.0,5.6606671944403
ally_sheedy,1962-06-13,F,1.65,/m/048z7l,20.0,5.660618665000748
quvenzhané_wallis,,F,,,,5.656515593752248
michele_little,1960,F,,,35.0,5.652920241923071
emily_ann_lloyd,1984-03-27,F,,,11.0,5.652920241923071
john_drummond,,M,,,,5.649523091065475
joseph_f._kosala,,M,,,,5.649523091065475
zhang_ziyi,1979-02-09,F,1.63,,21.0,5.647748379141768
björk,1965-11-21,F,1.63,/m/03fk0c,34.0,5.647293251715236
aasif_mandvi,1966-03-05,M,1.78,/m/04gfy7,32.0,5.647078118484112
miriam_margolyes,1941-05-18,F,1.549,/m/09gp4,42.0,5.644192861082224
tantoo_cardinal,1950-07-20,F,,/m/01trsl,40.0,5.6439168528504995
cloris_leachman,1926-04-30,F,1.66,/m/02ctzb,66.0,5.6425727224802955
chi_mcbride,1961-09-23,M,1.94,/m/0x67,31.0,5.642170976015422
téa_leoni,1966-02-25,F,1.702,/m/0xnvg,25.0,5.641318460151052
claire_danes,1979-04-12,F,1.664,/m/02ctzb,16.0,5.63867875363436
judith_hoag,1968-06-29,F,1.7,,21.0,5.636327395235324
andrew_stanton,1965-12-03,M,,,33.0,5.635154159332714
jennifer_love_hewitt,1979-02-21,F,1.59,/m/07bch9,14.0,5.632534039280208
marion_cotillard,1975-09-30,F,1.69,/m/03ts0c,27.0,5.63112763011013
jacob_tolano,,M,,,,5.62984499465732
joeanna_sayler,,F,,,,5.62984499465732
ed_metzger,1946-01-23,M,,,62.0,5.62984499465732
shiloh_jolie-pitt,2006-05-27,F,,,2.0,5.62984499465732
edith_ivey,,F,,,,5.62984499465732
madisen_beaty,1995-02-28,F,,,13.0,5.62984499465732
paula_gray,,F,1.55,,,5.62984499465732
donna_duplantier,,F,1.65,,,5.62984499465732
michael_rispoli,1960-11-27,M,,,33.0,5.6284146474655445
martina_deignan,,F,,,,5.62553170764399
christopher_j._keene,,,,,,5.62553170764399
phil_leeds,1916-04-06,M,1.676,,74.0,5.62553170764399
rick_kleber,,,,,,5.62553170764399
susan_breslau,,F,,,,5.62553170764399
stanley_lawrence,,,,,,5.62553170764399
wanda_sykes,1964-03-07,F,1.57,/m/0x67,36.0,5.625274995091006
chris_wedge,1957-03-20,M,,,44.0,5.6252713210719
jean_smart,1951-09-13,F,1.765,,32.0,5.624168740424458
mary_steenburgen,1953-02-08,F,1.727,/m/07mqps,36.0,5.623847695806262
danny_huston,1962-05-14,M,1.88,,41.0,5.620117247611398
yolande_moreau,1953-02-27,F,,/m/02p656s,48.0,5.619724864573708
claude_perron,1966-01-23,F,,,35.0,5.619724864573708
serge_merlin,,M,,,,5.619724864573708
artus_de_penguern,1957-03-13,M,,/m/03ts0c,44.0,5.619724864573708
isabelle_nanty,1962-01-21,F,1.5,/m/03ts0c,39.0,5.619724864573708
claire_maurier,1929-03-27,F,,,72.0,5.619724864573708
rufus,1942-12-19,M,,/m/03ts0c,58.0,5.619724864573708
clotilde_mollet,,F,,,,5.619724864573708
lorella_cravotta,1958-04-09,F,,,43.0,5.619724864573708
urbain_cancelier,,M,,,,5.619724864573708
clarice_f._geigerman,,,,,,5.619590480102919
alvin_m._sugarman,,,,,,5.619590480102919
jo_ann_havrilla,,F,,,,5.619590480102919
muriel_moore,,,,,,5.619590480102919
ewen_bremner,1972-01-23,M,1.73,/m/03lmx1,23.0,5.617435776499159
mark_ryan,1956-06-07,M,,,51.0,5.615708849788307
carla_gallo,1975-06-24,F,1.626,,30.0,5.614499186603463
tom_hiddleston,1981-02-09,M,1.87,,30.0,5.6138979086138665
lachlan_mackintosh,,,,,,5.612869519034476
larry_reese,,M,,,,5.612869519034476
kade_phillips,,M,,,,5.612869519034476
cheyenne_hill,1991-06-16,F,,,14.0,5.612869519034476
tom_carey,,,,,,5.612869519034476
valerie_planche,,,,,,5.612869519034476
marty_antonini,,M,,,,5.612869519034476
dan_mcdougall,,,,,,5.612869519034476
mary_liboiron,,F,,,,5.612869519034476
steven_cree_molison,,,,,,5.612869519034476
victor_reyes,,,,,,5.612869519034476
david_trimble,,M,,,,5.612869519034476
don_bland,,,,,,5.612869519034476
anton_yelchin,1989-03-11,M,1.75,/m/041rx,12.0,5.6128424010538565
logan_lerman,1992-01-19,M,1.74,/m/041rx,8.0,5.61240144116373
ludacris,1977-09-11,M,1.721,/m/0x67,24.0,5.608081882513238
jamie_talisman,,,,,,5.607513614487863
bryan_larkin,1973-08-07,M,,,15.0,5.607513614487863
richard_panebianco,,,,,,5.607513614487863
jerry_levine,1957-03-12,M,,/m/041rx,31.0,5.607513614487863
richard_haus,,,,,,5.607513614487863
seán_mcginley,1956,M,,,39.0,5.607037126090889
peter_hanly,1964,M,,/m/03bkbh,31.0,5.607037126090889
alan_tall,,,,,,5.607037126090889
sean_lawlor,1954-01-25,M,,,41.0,5.607037126090889
james_robinson,1983-09-06,M,,,11.0,5.607037126090889
treva_etienne,1965-07-21,M,,,37.0,5.606714199210203
giles_new,,M,,,,5.606714199210203
guy_siner,1947-10-16,M,,,55.0,5.606714199210203
ralph_p._martin,,M,,,,5.606714199210203
isaac_c._singleton_jr.,,M,,,,5.606714199210203
ciarán_hinds,1953-02-09,M,1.85,/m/03bkbh,49.0,5.606379682570917
shannon_elizabeth,1973-09-07,F,1.74,/m/02qv_h_,25.0,5.606285444224777
amy_smart,1976-03-26,F,1.68,,21.0,5.605772891305341
annie_potts,1952-10-28,F,1.6,,31.0,5.603904945879016
david_bailie,1937,M,,,66.0,5.60309444845276
cara_seymour,1964-01-01,F,,/m/02w7gg,34.0,5.601660524958068
mike_colter,1976-08-26,M,,/m/0x67,28.0,5.599678210974049
lucia_rijker,1967-12-06,F,1.6764,/m/05l3g_,37.0,5.599678210974049
loretta_devine,1949-08-21,F,,/m/0x67,42.0,5.593899756454137
chris_lowell,1984-10-17,M,,,24.0,5.593462967739806
rodger_boyce,,M,,,,5.5931195821894
michael_bird,,M,,,,5.592575542762217
sarah_vowell,1969-12-27,F,,,34.0,5.592575542762217
eli_fucile,,M,,,,5.592575542762217
bret_parker,,F,,,,5.592575542762217
dominique_louis,,M,,,,5.592575542762217
maeve_andrews,,F,,,,5.592575542762217
dominique_louise_dhour,,,,,,5.592575542762217
kimberly_adair_clark,,F,,,,5.592575542762217
jean_sincere,,F,,,,5.592575542762217
spencer_fox,1993-05-10,M,,,11.0,5.592575542762217
clarence_gilyard,1955-12-24,M,1.75,/m/0x67,30.0,5.591923219501534
janeane_garofalo,1964-09-28,F,1.55,/m/0xnvg,29.0,5.590482300101795
jeffrey_tambor,1944-07-08,M,1.85,,43.0,5.589959857475145
january_jones,1978-01-05,F,1.68,,23.0,5.589634375378539
richard_dreyfuss,1947-10-29,M,1.65,/m/041rx,33.0,5.588656506033086
keri_russell,1976-03-23,F,1.63,/m/041rx,13.0,5.588020473924455
phil_lamarr,1967-01-24,M,1.77,/m/0x67,44.0,5.587456157045666
julius_callahan,,M,,,,5.585769689300102
tony_fucile,,M,,,,5.585769689300102
peter_sohn,1977,M,,,30.0,5.585769689300102
huckleberry_fox,1974-10-06,M,,,9.0,5.581506069219857
betty_king,,,,,,5.581506069219857
lisa_hart_carroll,,,,,,5.581506069219857
troy_bishop,1972-09-21,M,,,11.0,5.581506069219857
parker_posey,1968-11-08,F,1.638,,24.0,5.580660257008899
sam_elliott,1944-08-09,M,1.88,/m/07bch9,40.0,5.5789886636743775
tom_everett,1948-10-21,M,,/m/04sfz4s,39.0,5.578317986801594
javier_bardem,1969-03-01,M,1.83,/m/03ttfc,35.0,5.577924885920122
ross_bleckner,,M,,,,5.575204941842496
michael_lerner,1941-06-22,M,1.7,/m/041rx,39.0,5.57505769093557
michael_arkin,,,,,,5.574301926379963
tom_brennan,1926-04-16,M,,,61.0,5.574301926379963
eunice_prewitt,,,,,,5.574301926379963
j._j._johnston,,,,,,5.574301926379963
adrian_rawlins,1958-03-27,M,,/m/02w7gg,46.0,5.573747090130057
joshua_jackson,1978-06-11,M,1.88,/m/0g8_vp,14.0,5.5736899353344045
corey_feldman,1971-07-16,M,1.74,/m/041rx,9.0,5.573350360596917
peter_greene,1965-10-08,M,,,28.0,5.572558048531253
peter_gatto,,,,,,5.571126553233538
ronald_l._schwary,,M,,,,5.571126553233538
robert_foxworth,1941-11-01,M,1.803,,64.0,5.570476247618378
neil_patrick_harris,1973-06-15,M,1.85,/m/02ctzb,24.0,5.569346732010069
ken_watanabe,1959-10-21,M,1.85,/m/019kn7,44.0,5.5690017717656195
tracy_morgan,1968-11-10,M,1.78,/m/0x67,29.0,5.568052665050045
ray_lepere,,,,,,5.567978488357924
beata_pozniak,1960-04-30,F,,,31.0,5.567978488357924
jim_garrison,1921-11-20,M,,,70.0,5.567978488357924
david_benn,,,,,,5.567978488357924
donald_fullilove,1958-05-16,M,,,27.0,5.567594355029462
sacha_baron_cohen,1971-10-13,M,1.905,/m/02w7gg,33.0,5.567159651022848
celia_imrie,1952-07-15,F,1.664,/m/02w7gg,42.0,5.56586952463614
amanda_seyfried,1985-12-03,F,1.61,/m/01qhm_,22.0,5.564756359679426
lee_ingleby,1976-01-28,M,1.77,/m/0d7wh,27.0,5.5641144998485395
ned_beatty,1937-07-06,M,1.727,,45.0,5.563934671170713
anne_bancroft,1931-09-17,F,1.73,/m/0xnvg,52.0,5.562976547670828
carrie_preston,1967-06-21,F,1.63,,29.0,5.562492096295659
tomas_arana,1955-04-03,M,1.84,,33.0,5.561252965400657
lance_henriksen,1940-05-05,M,1.78,/m/0cnvdq1,41.0,5.560192933527444
craig_parker,1970-11-12,M,1.8,,31.0,5.559970956775841
frank_oz,1944-05-25,M,1.88,/m/041rx,37.0,5.559635316076689
jennifer_garner,1972-04-17,F,1.73,,25.0,5.55805134901106
abigail_breslin,1996-04-14,F,1.54,,6.0,5.557977691557736
ron_dean,,M,,,,5.5577966904416085
sarah_freeman,1986-09-26,F,,,9.0,5.55679202112251
jake_steinfeld,1958-02-21,M,,,30.0,5.5557552411533715
gale_hansen,1960,M,,,29.0,5.5555059914675216
dylan_kussman,,M,,,,5.5555059914675216
james_waterston,1969-01-17,M,,,20.0,5.5555059914675216
allelon_ruggiero,,M,,,,5.5555059914675216
norman_lloyd,1914-11-08,M,,,74.0,5.5555059914675216
tip_tipping,1958-02-13,M,,,28.0,5.553889021015258
al_matthews,1942-11-21,M,1.82,,43.0,5.553889021015258
colette_hiller,,F,,,,5.553889021015258
cynthia_dale_scott,,F,,,,5.553889021015258
carrie_henn,1976-05-07,F,,,10.0,5.553889021015258
ulrich_mühe,1953-06-20,M,,,52.0,5.550673623461224
chris_elliott,1960-05-31,M,1.83,,28.0,5.549123075412129
common,1972-03-13,M,1.84,/m/0x67,34.0,5.548783298929952
mel_brooks,1926-06-28,M,1.65,/m/09kr66,57.0,5.547641883875016
c._thomas_howell,1966-12-07,M,1.8,,15.0,5.547210086224919
elliott_gould,1938-08-29,M,1.91,/m/041rx,41.0,5.546271513244542
cherilyn_wilson,1988-10-29,F,1.6,,21.0,5.545740258764726
mark_saul,1985-06-20,M,,,25.0,5.545740258764726
marybeth_massett,,F,,,,5.545740258764726
bryan_barter,1970-03-24,F,,,40.0,5.545740258764726
christopher_khai,,M,,,,5.545740258764726
trevor_wright,1982-08-23,M,,/m/02ctzb,28.0,5.545740258764726
toby_meuli,,M,,,,5.545740258764726
eamon_brooks,,M,,,,5.545740258764726
patrick_mapel,,M,,,,5.545740258764726
michael_l._bash,1985-06-21,M,,,25.0,5.545740258764726
caitlin_gerard,,F,,,,5.545740258764726
kyle_fain,,M,,,,5.545740258764726
lacey_beeman,,F,,,,5.545740258764726
mariah_bonner,,F,,,,5.545740258764726
liam_ferguson,1960-12-17,M,,,49.0,5.545740258764726
annie_corley,,F,,,,5.545182303795214
mischa_barton,1986-01-24,F,1.75,/m/09vc4s,13.0,5.544833741223235
joey_king,1999-07-30,F,1.27,/m/048z7l,7.0,5.544164133796155
jeff_pidgeon,1965-03-19,M,,,34.0,5.542139968474962
sergio_rubini,1959-12-21,M,,,39.0,5.539282785474721
darla_vandenbossche,1963,F,,/m/044038p,44.0,5.539029732134067
daniel_clark,1985-10-14,M,1.52,/m/0g8_vp,21.0,5.539029732134067
candice_accola,1987-05-13,F,1.73,/m/07hwkr,20.0,5.539029732134067
ashley_whillans,,F,,,,5.539029732134067
cut_chemist,1972-10-04,M,,,34.0,5.539029732134067
ricky_gervais,1961-06-25,M,1.73,/m/02w7gg,43.0,5.537902628229371
bill_paxton,1955-05-17,M,1.8,,26.0,5.535019797199634
stephen_chow,1962-06-22,M,1.74,/m/03bx0k4,42.0,5.534788811552646
mary_gibbs,1996-10-05,F,,,5.0,5.533090104338898
dan_gerson,,M,,,,5.533090104338898
nestor_carbonell,1967-12-01,M,1.791,,39.0,5.532614137428198
naomi_watts,1968-09-28,F,1.65,/m/01swvz,24.0,5.532243301597732
desmond_llewelyn,1914-09-12,M,,/m/06gbnc,66.0,5.530636332958625
heather_langenkamp,1964-07-17,F,1.6,,20.0,5.530430832643206
aaron_sorkin,1961-06-09,M,,/m/041rx,31.0,5.530222553255343
eve_brent,1929-09-11,F,,,70.0,5.530074927428477
dabbs_greer,1917-04-02,M,,,82.0,5.530074927428477
francesco_de_vito,,M,,,,5.529945824032353
toni_bertorelli,1949-09-09,M,,,54.0,5.529945824032353
luca_lionello,1964-01-09,M,,,40.0,5.529945824032353
claudia_gerini,1971-12-18,F,,,32.0,5.529945824032353
maia_morgenstern,1962-05-01,F,,/m/041rx,41.0,5.529945824032353
rosalinda_celentano,1968-07-15,F,,,35.0,5.529945824032353
fabio_sartor,1954-10-12,M,,,49.0,5.529945824032353
christo_jivkov,1975-02-18,M,1.83,,29.0,5.529945824032353
aleksander_mincer,1957-06-04,M,,,46.0,5.529945824032353
hristo_shopov,1964-01-04,M,,,40.0,5.529945824032353
giacinto_ferro,,M,,,,5.529945824032353
chris_tucker,1971-08-31,M,1.83,/m/0x67,21.0,5.52794613923684
t._j._miller,1981-06-04,M,1.85,,26.0,5.526510915262313
sean_astin,1971-02-25,M,1.68,,14.0,5.526465739388274
james_karen,1923-11-28,M,,/m/041rx,57.0,5.524685076328941
betsy_palmer,1926-11-01,F,1.7,,53.0,5.521240457410584
emma_rose_lima,,F,,,,5.521232487296097
gailard_sartain,1946-09-18,M,,,36.0,5.52050031519056
john_rothman,1949-06-03,M,,,33.0,5.519747645038924
kristen_dalton,1966-02-14,F,1.76,,40.0,5.519579495228625
bill_smitrovich,1947-05-16,M,1.83,,37.0,5.519082882671838
željko_ivanek,1957-08-15,M,1.7,/m/04_tz7,35.0,5.51840886484148
olivia_wilde,1984-03-10,F,1.71,/m/033tf_,19.0,5.518177525276348
billy_crystal,1948-03-14,M,1.7,/m/041rx,35.0,5.517452427802963
ari_folman,1962-12-17,M,,,45.0,5.516498519208386
ashley_judd,1968-04-19,F,1.7,,23.0,5.516442519399805
eric_bana,1968-08-09,M,1.89,/m/09fqz7,33.0,5.515030200536001
chiara_mastroianni,1972-05-28,F,,/m/03ts0c,35.0,5.514699272197842
annasophia_robb,1993-12-08,F,1.55,/m/033tf_,11.0,5.513882340073205
noomi_rapace,1979-12-28,F,1.63,,29.0,5.5137442892347295
jessica_biel,1982-03-03,F,1.73,/m/09vc4s,15.0,5.5135007800199745
morgan_freeman,1937-06-01,M,1.88,/m/0x67,46.0,5.511924472245112
adam_brody,1979-12-15,M,1.8,/m/041rx,21.0,5.511789064585851
sandra_taylor,1966-12-26,F,1.72,,30.0,5.511689247930004
elisabeth_granli,,F,,,,5.511689247930004
ludger_pistor,1959-03-16,M,,,34.0,5.50808236591018
tony_anselmo,1967-02-18,M,,,21.0,5.507390438056119
paul_springer,,,,,,5.507390438056119
lindsay_holiday,,,,,,5.507390438056119
alan_tilvern,1918-11-05,M,,,69.0,5.507390438056119
richard_leparmentier,1946-07-16,M,,,41.0,5.507390438056119
stubby_kaye,1918-11-11,M,,,69.0,5.507390438056119
edwin_craig,,M,,,,5.507390438056119
mel_blanc,1908-05-30,M,,/m/041rx,80.0,5.507390438056119
philip_bosco,1930-09-26,M,1.85,,53.0,5.506887626613882
ty_burrell,1967-08-22,M,1.83,,33.0,5.506826755172674
danny_nucci,1968-09-15,M,1.78,,16.0,5.506536787691449
rupert_everett,1959-05-29,M,1.93,/m/02w7gg,34.0,5.506181256076551
